Sentence,Tense,Verb,NER Tag,encode_sent
yes that's a rooster,1,s,"0,0,4,0,0","0, 506, 296, 279, 265, 2902, 2"
cock a doodle fresh what,0,None,"0,0,0,0,0","0, 3428, 265, 13639, 3104, 339, 2"
looks like the head of a cow,1,looks,"1,0,0,0,0,0,0","0, 1362, 349, 272, 870, 340, 265, 1062, 2"
what,0,None,0,"0, 312, 2"
what,0,None,0,"0, 312, 2"
basketball,0,None,0,"0, 10074, 2"
no I don't think he would sleep in a bunkhouse,1,don't,"0,0,1,0,3,0,7,3,0,0,0","0, 286, 322, 358, 309, 399, 301, 559, 931, 318, 265, 17998, 2"
he would sleep in a bunkhouse,1,would,"0,7,3,0,0,0","0, 262, 559, 931, 318, 265, 17998, 2"
yep he does look like Pappy doesn't he,1,does,"0,0,1,3,0,0,0,1,0,0","0, 1184, 301, 462, 415, 349, 15715, 1233, 644, 309, 301, 2"
a moustache mhm,0,None,"0,0,0","0, 69, 9041, 3346, 2"
that's a beard,1,s,"0,4,0,0","0, 363, 279, 265, 5450, 2"
that's a little one,1,s,"0,4,0,0,0","0, 363, 279, 265, 439, 383, 2"
I don't know what kind you'd call that,1,don't,"0,1,0,3,0,0,0,7,3,0","0, 45, 358, 309, 378, 339, 549, 273, 718, 661, 296, 2"
you'd call that,1,d,"0,7,3,0","0, 266, 718, 661, 296, 2"
it's right here,1,s,"0,4,0,0","0, 274, 279, 434, 402, 2"
you missed what,2,missed,"0,2,0","0, 266, 2671, 339, 2"
what are you looking for,1,are,"0,1,0,5,0","0, 312, 385, 273, 1095, 397, 2"
cowboy's funny,1,s,"0,4,0","0, 8583, 279, 962, 2"
what are you laughing about,1,are,"0,1,0,5,0","0, 312, 385, 273, 2938, 482, 2"
not on your hat,0,None,"0,0,0,0","0, 829, 307, 345, 978, 2"
fighting Rin tin tin,0,None,"5,0,0,0","0, 20766, 22324, 6118, 6118, 2"
Rin tin tin is the doggie,1,is,"0,0,0,1,0,0","0, 17142, 6118, 6118, 328, 272, 1407, 2"
the little boy's name is what,1,is,"0,0,0,0,0,1,0","0, 321, 439, 694, 279, 766, 328, 339, 2"
no that's the doggie,1,s,"0,0,4,0,0","0, 286, 296, 279, 272, 1407, 2"
don't fight me,1,don't,"1,0,3,0","0, 629, 309, 2353, 376, 2"
I don't know,1,don't,"0,1,0,3","0, 45, 358, 309, 378, 2"
it's all squashed up,1,s,"0,4,0,8,0","0, 274, 279, 432, 13338, 403, 2"
I don't recognize it,1,don't,"0,1,0,3,0","0, 45, 358, 309, 3015, 290, 2"
no Shadow's hat wouldn't look like that,1,wouldn't,"0,0,4,0,7,0,3,0,0","0, 286, 12205, 279, 978, 1485, 309, 415, 349, 296, 2"
that too small,0,None,"0,0,0","0, 363, 498, 1340, 2"
did you tell Ursula what you did yesterday that was bad,2,did,"2,0,3,0,0,0,2,0,0,2,0","0, 546, 273, 621, 4436, 339, 273, 407, 1568, 296, 405, 1168, 2"
what you did yesterday that was bad,2,did,"0,0,2,0,0,2,0","0, 312, 273, 407, 1568, 296, 405, 1168, 2"
that was bad,2,was,"0,2,0","0, 363, 405, 1168, 2"
what did you get all over your face and hands,2,did,"0,2,0,3,0,0,0,0,0,0","0, 312, 407, 273, 394, 432, 521, 345, 1189, 329, 1128, 2"
what was it,2,was,"0,2,0","0, 312, 405, 290, 2"
medicine yes,0,None,"0,0","0, 11500, 860, 2"
mercurochrome,0,None,0,"0, 34860, 2"
yes and that was naughty wasn't it,2,was,"0,0,0,2,0,0,2,0","0, 506, 329, 296, 405, 5618, 1148, 309, 290, 2"
wasn't it,2,wasn't,"2,0,0","0, 4271, 309, 290, 2"
you aren't going to do it again are you,3,aren't going to,"0,1,0,5,0,3,0,0,1,0","0, 266, 1372, 309, 497, 302, 299, 290, 691, 385, 273, 2"
no,0,None,0,"0, 286, 2"
you're sleeping,1,re,"0,4,5","0, 266, 375, 2051, 2"
oh you're sleeping in the bunkhouse,1,re,"0,0,4,5,0,0,0","0, 332, 273, 375, 2051, 318, 272, 17998, 2"
sleeping on the floor,0,None,"5,0,0,0","0, 9656, 307, 272, 1191, 2"
I don't think cowboys sleep in their hats,1,don't,"0,1,0,3,0,1,0,0,0","0, 45, 358, 309, 399, 8093, 931, 318, 862, 4492, 2"
moustache,0,None,0,"0, 34710, 2"
beard,0,None,0,"0, 26406, 2"
beard,0,None,0,"0, 26406, 2"
what is that,1,is,"0,1,0","0, 312, 328, 296, 2"
do you know what that is,1,do,"1,0,3,0,0,1","0, 410, 273, 378, 339, 296, 328, 2"
no,0,None,0,"0, 286, 2"
that's an eagle,1,s,"0,4,0,0","0, 363, 279, 413, 4634, 2"
yeah,0,None,0,"0, 352, 2"
yes eagles that are alive do fly,1,are,"0,0,0,1,0,1,3","0, 506, 26366, 296, 385, 3863, 299, 1484, 2"
what about birdies,0,None,"0,0,0","0, 312, 482, 6716, 2"
birdies fly,1,fly,"0,1","0, 15861, 1484, 2"
Rin tin tin is a dog and dogs don't fly,1,is,"0,0,0,1,0,0,0,0,1,0,3","0, 17142, 6118, 6118, 328, 265, 832, 329, 2235, 358, 309, 1484, 2"
dogs don't fly,1,don't,"0,1,0,3","0, 5905, 358, 309, 1484, 2"
wait you can't fly either,1,can't,"1,0,7,0,3,0","0, 1131, 273, 377, 309, 1484, 1539, 2"
somebody what,0,None,"0,0","0, 2928, 339, 2"
who did what,2,did,"0,2,0","0, 478, 407, 339, 2"
cowboy did what,2,did,"0,2,0","0, 8583, 407, 339, 2"
did what,2,did,"2,0","0, 546, 339, 2"
Mommy did what,2,did,"0,2,0","0, 1087, 407, 339, 2"
you're what,1,re,"0,4,0","0, 266, 375, 339, 2"
climbing what,0,None,"5,0","0, 9846, 339, 2"
dog missed it,2,missed,"0,2,0","0, 2661, 2671, 290, 2"
he changed from a cowboy to a dog,2,changed,"0,2,0,0,0,0,0,0","0, 262, 3445, 721, 265, 3640, 302, 265, 832, 2"
where are you going,1,are,"0,1,0,5","0, 442, 385, 273, 497, 2"
that's no tunnel that's a microphone,1,s,"0,4,0,0,0,4,0,0","0, 363, 279, 361, 3838, 296, 279, 265, 2077, 2"
that's a microphone,1,s,"0,4,0,0","0, 363, 279, 265, 2077, 2"
where are you sitting,1,are,"0,1,0,5","0, 442, 385, 273, 1609, 2"
wanna what,1,wanna,"1,0","0, 816, 339, 2"
he's saying part of his grace,1,s,"0,4,5,0,0,0,0","0, 262, 279, 1498, 1031, 340, 505, 5514, 2"
Rin tin tin doesn't have fingers,1,doesn't,"0,0,0,1,0,3,0","0, 17142, 6118, 6118, 644, 309, 381, 1746, 2"
it's Rusty who has fingers,1,has,"0,4,0,0,1,0","0, 274, 279, 15693, 592, 606, 1746, 2"
Rin tin tin is the dog,1,is,"0,0,0,1,0,0","0, 17142, 6118, 6118, 328, 272, 832, 2"
what is it,1,is,"0,1,0","0, 312, 328, 290, 2"
flower it's a mouse,1,s,"0,0,4,0,0","0, 5065, 290, 279, 265, 1905, 2"
do you want me to take it off,1,do,"1,0,3,0,0,3,0,0","0, 410, 273, 427, 376, 302, 577, 290, 581, 2"
Rusty's hat,0,None,"0,0,0","0, 21624, 279, 978, 2"
Rin tin tin is the doggie,1,is,"0,0,0,1,0,0","0, 17142, 6118, 6118, 328, 272, 1407, 2"
I don't know,1,don't,"0,1,0,3","0, 45, 358, 309, 378, 2"
whose hat is that,1,is,"0,0,1,0","0, 2301, 978, 328, 296, 2"
cowboy hat,0,None,"0,0","0, 8583, 978, 2"
what's the cowboy's name,1,s,"0,4,0,0,0,0","0, 312, 279, 272, 3640, 279, 766, 2"
oh the cowboy's named Adam,1,s,"0,0,0,0,8,0","0, 332, 272, 3640, 279, 3658, 1834, 2"
you almost ran into Mr Cromer's feet,2,ran,"0,0,2,0,0,0,0,0","0, 266, 1423, 2105, 857, 2695, 4552, 279, 1035, 2"
Adam do you want Mommy to take your cowboy hat and put it up,1,do,"0,1,0,3,0,0,3,0,0,0,0,3,0,0","0, 2637, 299, 273, 427, 688, 302, 577, 345, 3640, 978, 329, 416, 290, 403, 2"
you can't play with it anymore until you learn to take care of it,1,can't,"0,7,0,3,0,0,0,0,0,3,0,3,0,0,0","0, 266, 377, 309, 465, 392, 290, 1391, 1662, 273, 1545, 302, 577, 1083, 340, 290, 2"
until you learn to take care of it,1,learn,"0,0,1,0,3,0,0,0","0, 6509, 273, 1545, 302, 577, 1083, 340, 290, 2"
what are you doing,1,are,"0,1,0,5","0, 312, 385, 273, 593, 2"
wanna get back,1,wanna,"1,3,0","0, 816, 394, 511, 2"
what happened,2,happened,"0,2","0, 312, 917, 2"
kiss your knee,1,kiss,"1,0,0","0, 3562, 345, 3659, 2"
what happened,2,happened,"0,2","0, 312, 917, 2"
you kiss it,1,kiss,"0,1,0","0, 266, 1134, 290, 2"
you're closer than Mommy,1,re,"0,4,0,0,0","0, 266, 375, 2706, 1055, 688, 2"
feel better,1,feel,"1,0","0, 2472, 820, 2"
can you take it off,1,can,"7,0,3,0,0","0, 473, 273, 577, 290, 581, 2"
don't fight you,1,don't,"1,0,3,0","0, 629, 309, 2353, 273, 2"
who's been fighting you,1,s,"0,4,8,5,0","0, 478, 279, 984, 4532, 273, 2"
oh the cowboy was fighting you,2,was,"0,0,0,2,5,0","0, 332, 272, 3640, 405, 4532, 273, 2"
oh the cowboy was fighting Rin tin tin,2,was,"0,0,0,2,5,0,0,0","0, 332, 272, 3640, 405, 4532, 22324, 6118, 6118, 2"
cowboy reach,1,reach,"0,1","0, 8583, 2376, 2"
no he needs his paper,1,needs,"0,0,1,0,0","0, 286, 301, 1815, 505, 1243, 2"
let him give you some paper okay,1,let,"1,0,3,0,0,0,0","0, 489, 502, 683, 273, 430, 1243, 533, 2"
please,0,None,0,"0, 1653, 2"
who wrote on that,2,wrote,"0,2,0,0","0, 478, 3812, 307, 296, 2"
Cromer did,2,did,"0,2","0, 9501, 407, 2"
do you know what it says,1,do,"1,0,3,0,0,1","0, 410, 273, 378, 339, 290, 888, 2"
what it says,1,says,"0,0,1","0, 312, 290, 888, 2"
what does that say,1,does,"0,1,0,3","0, 312, 462, 296, 460, 2"
well what does that say,1,does,"0,0,1,0,3","0, 492, 339, 462, 296, 460, 2"
you tell me,1,tell,"0,1,0","0, 266, 621, 376, 2"
what is that,1,is,"0,1,0","0, 312, 328, 296, 2"
pencil what,0,None,"0,0","0, 9588, 339, 2"
bring your scissors over to the table,1,bring,"1,0,0,0,0,0,0","0, 2602, 345, 4259, 521, 302, 272, 1018, 2"
yes,0,None,0,"0, 506, 2"
Rin tin tin is a doggie and he can't write,1,is,"0,0,0,1,0,0,0,0,7,0,3","0, 17142, 6118, 6118, 328, 265, 1407, 329, 301, 377, 309, 1330, 2"
he can't write,1,can't,"0,7,0,3","0, 262, 377, 309, 1330, 2"
oh this is a house,1,is,"0,0,1,0,0","0, 332, 346, 328, 265, 713, 2"
thank you,1,thank,"1,0","0, 764, 273, 2"
what a nice house,0,None,"0,0,0,0","0, 312, 265, 666, 713, 2"
love a what,1,love,"0,0,0","0, 3891, 265, 339, 2"
why not,0,None,"0,0","0, 601, 419, 2"
for moose,0,None,"0,0","0, 1167, 5297, 2"
what moose,0,None,"0,0","0, 312, 5297, 2"
what was that you did,2,was,"0,2,0,0,2","0, 312, 405, 296, 273, 407, 2"
what are you doing,1,are,"0,1,0,5","0, 312, 385, 273, 593, 2"
what are you doing,1,are,"0,1,0,5","0, 312, 385, 273, 593, 2"
what about Daddy coming home,0,None,"0,0,0,5,0","0, 312, 482, 825, 1315, 738, 2"
you'll put the trash in there and Daddy will take it out when he comes home,3,ll,"0,6,3,0,0,0,0,0,0,9,3,0,0,0,0,1,0","0, 266, 436, 416, 272, 2530, 318, 386, 329, 825, 733, 577, 290, 428, 536, 301, 1117, 738, 2"
and Daddy will take it out when he comes home,3,will,"0,0,9,3,0,0,0,0,1,0","0, 347, 825, 733, 577, 290, 428, 536, 301, 1117, 738, 2"
when he comes home,1,comes,"0,0,1,0","0, 952, 301, 1117, 738, 2"
you've got what on,1,ve,"0,4,8,0,0","0, 266, 749, 449, 339, 307, 2"
shoes on pants on shirt on,0,None,"0,0,0,0,0,0","0, 3850, 307, 1618, 307, 1476, 307, 2"
what else,0,None,"0,0","0, 312, 568, 2"
shoelace,0,None,"0,0","0, 22976, 927, 2"
what else,0,None,"0,0","0, 312, 568, 2"
what else,0,None,"0,0","0, 312, 568, 2"
Cromer's face,0,None,"0,0,0","0, 9501, 279, 1189, 2"
what else,0,None,"0,0","0, 312, 568, 2"
no I haven't socks on,1,haven't,"0,0,1,0,0,0","0, 286, 322, 1599, 309, 1902, 307, 2"
Ursula has boots on,1,has,"0,1,0,0","0, 13536, 606, 2419, 307, 2"
eyes,0,None,0,"0, 4088, 2"
how man eyes,0,None,"0,0,0","0, 467, 686, 1102, 2"
four eyes,0,None,"0,0","0, 2088, 1102, 2"
how many ears,0,None,"0,0,0","0, 467, 907, 1696, 2"
four ears,0,None,"0,0","0, 2088, 1696, 2"
yes how many noses,0,None,"0,0,0,0","0, 506, 561, 907, 6942, 2"
four,0,None,0,"0, 2088, 2"
how many mouths,0,None,"0,0,0","0, 467, 907, 7685, 2"
pop goes the weasel,1,goes,"0,1,0,0","0, 3001, 759, 272, 6334, 2"
ouch,0,None,0,"0, 938, 2"
why does Mommy get spanked,1,does,"0,1,0,3,8","0, 601, 462, 688, 394, 12221, 2"
are you Mommy and I'm Adam,1,are,"1,0,0,0,0,4,0","0, 472, 273, 688, 329, 322, 488, 1834, 2"
and I'm Adam,1,m,"0,0,4,0","0, 347, 322, 488, 1834, 2"
why are you spanking Adam,1,are,"0,1,0,6,0","0, 601, 385, 273, 6679, 1834, 2"
hot,0,None,0,"0, 3003, 2"
because it's not,1,s,"0,0,4,0","0, 1066, 290, 279, 419, 2"
house,0,None,0,"0, 4369, 2"
no,0,None,0,"0, 286, 2"
what is that,1,is,"0,1,0","0, 312, 328, 296, 2"
Shadow did,2,did,"0,2","0, 14007, 407, 2"
alright,0,None,0,"0, 671, 2"
well leave the box there and pick the rubber bands up,1,leave,"0,1,0,0,0,0,1,0,0,0,0","0, 492, 1259, 272, 901, 386, 329, 895, 272, 3645, 9633, 403, 2"
pick the rubber bands up,1,pick,"1,0,0,0,0","0, 2251, 272, 3645, 9633, 403, 2"
you were sposta pick them up off the floor,2,were,"0,2,8,3,0,0,0,0,0","0, 266, 623, 1322, 895, 495, 403, 581, 272, 1191, 2"
and put them in the box,2,put,"0,2,0,0,0,0","0, 347, 416, 495, 318, 272, 901, 2"
close the box and close the drawer,1,close,"1,0,0,0,1,0,0","0, 2189, 272, 901, 329, 1136, 272, 3507, 2"
and close the drawer,1,close,"0,1,0,0","0, 347, 1136, 272, 3507, 2"
Daddy says to have two minutes,1,says,"0,1,0,3,0,0","0, 1494, 888, 302, 381, 659, 1883, 2"
have two minutes to do what,1,have,"1,0,0,0,3,0","0, 1541, 659, 1883, 302, 299, 339, 2"
squeaking not squealing,0,None,"5,0,5","0, 23253, 419, 27228, 2"
the drawer I guess,1,guess,"0,0,0,1","0, 321, 3507, 322, 1020, 2"
well put them in and close the box,1,put,"0,1,0,0,0,1,0,0","0, 492, 416, 495, 318, 329, 1136, 272, 901, 2"
and close the box,1,close,"0,1,0,0","0, 347, 1136, 272, 901, 2"
put them in and close the drawer,1,put,"1,0,0,0,1,0,0","0, 676, 495, 318, 329, 1136, 272, 3507, 2"
and close the drawer,1,close,"0,1,0,0","0, 347, 1136, 272, 3507, 2"
put the other box down,1,put,"1,0,0,0,0","0, 676, 272, 617, 901, 483, 2"
that pan yes put it down,1,put,"0,0,0,1,0,0","0, 363, 1214, 860, 416, 290, 483, 2"
that,0,None,0,"0, 363, 2"
put that down,1,put,"1,0,0","0, 676, 296, 483, 2"
what about two minutes,0,None,"0,0,0,0","0, 312, 482, 659, 1883, 2"
why isn't there a house anymore,1,isn't,"0,1,0,0,0,0,0","0, 601, 918, 309, 386, 265, 713, 1391, 2"
yes I thought you said this was a house,2,thought,"0,0,2,0,2,0,2,0,0","0, 506, 322, 1006, 273, 600, 346, 405, 265, 713, 2"
you said this was a house,2,said,"0,2,0,2,0,0","0, 266, 600, 346, 405, 265, 713, 2"
this was a house,2,was,"0,2,0,0","0, 562, 405, 265, 713, 2"
why did you change your mind,2,did,"0,2,0,3,0,0","0, 601, 407, 273, 1832, 345, 2158, 2"
no pull the drawer out again and pull the box down,1,pull,"0,1,0,0,0,0,0,1,0,0,0","0, 286, 1108, 272, 3507, 428, 691, 329, 1108, 272, 901, 483, 2"
and pull the box down,1,pull,"0,1,0,0,0","0, 347, 1108, 272, 901, 483, 2"
two minutes what,0,None,"0,0,0","0, 1201, 1883, 339, 2"
what are you doing,1,are,"0,1,0,5","0, 312, 385, 273, 593, 2"
yes what are you doing,1,are,"0,0,1,0,5","0, 506, 339, 385, 273, 593, 2"
you're cutting in the trash can,1,re,"0,4,5,0,0,0,0","0, 266, 375, 4023, 318, 272, 2530, 377, 2"
two minutes about what,0,None,"0,0,0,0","0, 1201, 1883, 482, 339, 2"
you dropped them on the cowboy's knee,2,dropped,"0,2,0,0,0,0,0,0","0, 266, 2319, 495, 307, 272, 3640, 279, 3659, 2"
what did the cowboy do,2,did,"0,2,0,0,3","0, 312, 407, 272, 3640, 299, 2"
harpsichord,0,None,0,"0, 31749, 2"
the record player's in the kitchen but the harpsichord is out here,1,s,"0,0,0,4,0,0,0,0,0,0,1,0,0","0, 321, 2138, 3343, 279, 318, 272, 1567, 493, 272, 20811, 328, 428, 402, 2"
but the harpsichord is out here,1,is,"0,0,0,1,0,0","0, 545, 272, 20811, 328, 428, 402, 2"
whose suitcase,0,None,"0,0","0, 2301, 4678, 2"
yes the harpsichord record is in the living room,1,is,"0,0,0,0,1,0,0,0,0","0, 506, 272, 20811, 2138, 328, 318, 272, 2340, 1008, 2"
and the record player is in the kitchen,1,is,"0,0,0,0,1,0,0,0","0, 347, 272, 2138, 3343, 328, 318, 272, 1567, 2"
you know where it went,1,know,"0,1,0,0,2","0, 266, 378, 605, 290, 775, 2"
where it went,2,went,"0,0,2","0, 442, 290, 775, 2"
read that,0,None,"0,0","0, 739, 296, 2"
what does it say,1,does,"0,1,0,3","0, 312, 462, 290, 460, 2"
oh it says harpsichord,1,says,"0,0,1,0","0, 332, 290, 888, 20811, 2"
how do you spell harpsichord,1,does,"0,1,0,3,0","0, 467, 299, 273, 2188, 20811, 2"
oh Daddy's harpsichord,0,None,"0,0,0,0","0, 332, 825, 279, 20811, 2"
yes you are a big boy,1,are,"0,0,1,0,0,0","0, 506, 273, 385, 265, 535, 694, 2"
you put all that paper in the trash can for Mommy,1,put,"0,1,0,0,0,0,0,0,0,0,0","0, 266, 416, 432, 296, 1243, 318, 272, 2530, 377, 397, 688, 2"
for Daddy,0,None,"0,0","0, 1167, 825, 2"
oh somebody's house,0,None,"0,0,0,0","0, 332, 1501, 279, 713, 2"
whose house is that,1,is,"0,0,1,0","0, 2301, 713, 328, 296, 2"
you dropped it,2,dropped,"0,2,0","0, 266, 2319, 290, 2"
behind you,0,None,"0,0","0, 5645, 273, 2"
no in front of you,0,None,"0,0,0,0,0","0, 286, 318, 1556, 340, 273, 2"
mhm,0,None,0,"0, 554, 2"
two minutes,0,None,"0,0","0, 1201, 1883, 2"
no not in that drawer,0,None,"0,0,0,0,0","0, 286, 419, 318, 296, 3507, 2"
what's in there,1,s,"0,4,0,0","0, 312, 279, 318, 386, 2"
what about two minutes,0,None,"0,0,0,0","0, 312, 482, 659, 1883, 2"
for two minutes,0,None,"0,0,0","0, 1167, 659, 1883, 2"
for doing something naughty he hadta sit on the steps for two minutes,2,hadta,"0,5,0,0,0,2,3,0,0,0,0,0,0","0, 1167, 593, 619, 5618, 301, 2029, 726, 307, 272, 4147, 397, 659, 1883, 2"
I don't know,1,don't,"0,1,0,3","0, 45, 358, 309, 378, 2"
what is it,1,is,"0,1,0","0, 312, 328, 290, 2"
cup,0,None,0,"0, 2261, 2"
those are Daddy's things,1,are,"0,1,0,0,0","0, 1144, 385, 825, 279, 682, 2"
don't take them out,1,don't,"1,0,3,0,0","0, 629, 309, 577, 495, 428, 2"
what was that,2,was,"0,2,0","0, 312, 405, 296, 2"
oh you're going to put it on your tricycle,3,re going to,"0,0,4,5,0,3,0,0,0,0","0, 332, 273, 375, 497, 302, 416, 290, 307, 345, 6128, 2"
where are you going to put it,3,are you going to,"0,1,0,5,0,3,0","0, 442, 385, 273, 497, 302, 416, 290, 2"
oh what does it do,1,does,"0,0,1,0,3","0, 332, 339, 462, 290, 299, 2"
oh it goes right there,1,goes,"0,0,1,0,0","0, 332, 290, 759, 434, 386, 2"
you don't care,1,don't,"0,1,0,3","0, 266, 358, 309, 1083, 2"
why are you putting it there,1,are,"0,1,0,5,0,0","0, 601, 385, 273, 1620, 290, 386, 2"
I don't know,1,don't,"0,1,0,3","0, 45, 358, 309, 378, 2"
what does the rubber band do,1,does,"0,1,0,0,0,3","0, 312, 462, 272, 3645, 2566, 299, 2"
mhm,0,None,0,"0, 554, 2"
oh it helps to pull it,1,helps,"0,0,1,0,3,0","0, 332, 290, 3911, 302, 1108, 290, 2"
yes what does it do,1,does,"0,0,1,0,3","0, 506, 339, 462, 290, 299, 2"
it helps the wheels turn,1,helps,"0,1,0,0,3","0, 274, 3911, 272, 2485, 707, 2"
didn't you drop some on the floor,2,didn't,"2,0,0,3,0,0,0,0","0, 2294, 309, 273, 2487, 430, 307, 272, 1191, 2"
I understood fire truck,2,understood,"0,2,0,0","0, 45, 9593, 1244, 971, 2"
you're going to hafta pick all those rubber bands up and put them back,3,re going to,"0,4,5,0,3,3,0,0,0,0,0,0,3,0,0","0, 266, 375, 497, 302, 586, 895, 432, 594, 3645, 9633, 403, 329, 416, 495, 511, 2"
I wouldn't take so many out,1,wouldn't,"0,7,0,3,0,0,0","0, 45, 1485, 309, 577, 437, 907, 428, 2"
Cromer isn't taking any out,1,isn't,"0,1,0,5,0,0","0, 9501, 918, 309, 1793, 520, 428, 2"
no he's not taking them out,1,s,"0,0,4,0,5,0,0","0, 286, 301, 279, 419, 1793, 495, 428, 2"
I don't see how they can help you because they won't stay on the wheels,1,don't,"0,1,0,3,0,0,7,3,0,0,0,9,0,3,0,0,0","0, 45, 358, 309, 384, 561, 412, 377, 774, 273, 879, 412, 817, 309, 1013, 307, 272, 2485, 2"
how they can help you because they won't stay on the wheel,1,can,"0,0,7,3,0,0,0,9,0,3,0,0,0","0, 467, 412, 377, 774, 273, 879, 412, 817, 309, 1013, 307, 272, 2381, 2"
because they won't stay on the wheel,3,won't,"0,0,9,0,3,0,0,0","0, 1066, 412, 817, 309, 1013, 307, 272, 2381, 2"
on the wheels no,0,None,"0,0,0,0","0, 275, 272, 2485, 361, 2"
no I don't think they will,1,don't,"0,0,1,0,3,0,9","0, 286, 322, 358, 309, 399, 412, 733, 2"
they will,3,will,"0,9","0, 544, 733, 2"
I don't think so,1,don't,"0,1,0,3,0","0, 45, 358, 309, 399, 437, 2"
now you have too many,1,have,"0,0,1,0,0","0, 330, 273, 381, 498, 907, 2"
now no more,0,None,"0,0,0","0, 330, 361, 525, 2"
close the drawer,1,close,"1,0,0","0, 2189, 272, 3507, 2"
you missed it,2,missed,"0,2,0","0, 266, 2671, 290, 2"
screws,0,None,0,"0, 20872, 2"
what are you putting on,1,are,"0,1,0,5,0","0, 312, 385, 273, 1620, 307, 2"
no more,0,None,"0,0","0, 286, 525, 2"
look on the floor,1,look,"1,0,0,0","0, 457, 307, 272, 1191, 2"
go look behind your firetruck on the floor,1,go,"1,3,0,0,0,0,0,0","0, 741, 415, 1443, 345, 6562, 307, 272, 1191, 2"
I don't know who did,2,don't,"0,1,0,3,0,2","0, 45, 358, 309, 378, 592, 407, 2"
who did,2,did,"0,2","0, 478, 407, 2"
it must have been Adam,1,must,"0,7,3,8,0","0, 274, 1200, 381, 984, 1834, 2"
well what is that,1,is,"0,0,1,0","0, 492, 339, 328, 296, 2"
keep what up in the air,1,keep,"1,0,0,0,0,0","0, 2439, 339, 403, 318, 272, 1276, 2"
Adam what are those papers under your tricycle,1,are,"0,0,1,0,0,0,0,0","0, 2637, 339, 385, 594, 4748, 903, 345, 6128, 2"
look under your other wheel,1,look,"1,0,0,0,0","0, 457, 903, 345, 617, 2381, 2"
the other one,0,None,"0,0,0","0, 321, 617, 383, 2"
look under the one,0,None,"0,0,0,0","0, 457, 903, 272, 383, 2"
thank you very much,1,thank,"1,0,0,0","0, 764, 273, 595, 761, 2"
they don't really belong over there,1,don't,"0,1,0,0,3,0,0","0, 544, 358, 309, 597, 2542, 521, 386, 2"
yes you still have some on there,1,have,"0,0,0,1,0,0,0","0, 506, 273, 839, 381, 430, 307, 386, 2"
I thought he said you two fighting,2,thought,"0,2,0,2,0,0,5","0, 45, 1006, 301, 600, 273, 659, 4532, 2"
he said you two fighting,2,said,"0,2,0,0,5","0, 262, 600, 273, 659, 4532, 2"
belongs on the pedal,1,belongs,"1,0,0,0","0, 23949, 307, 272, 11860, 2"
what happened,2,happened,"0,2","0, 312, 917, 2"
no thank you,1,thank,"0,1,0","0, 286, 1157, 273, 2"
no I don't any my fingers popped,1,don't,"0,0,1,0,0,0,0,8","0, 286, 322, 358, 309, 520, 510, 1746, 5093, 2"
any my fingers popped,2,popped,"0,0,0,2","0, 1389, 510, 1746, 5093, 2"
he doesn't want his fingers popped either,2,doesn't,"0,1,3,0,0,0,8,0","0, 262, 644, 309, 427, 505, 1746, 5093, 1539, 2"
his fingers popped either,2,popped,"0,0,2,0","0, 1785, 1746, 5093, 1539, 2"
you popped your finger didn't you,2,popped,"0,2,0,0,2,0,0","0, 266, 5093, 345, 1612, 611, 309, 273, 2"
didn't you,2,didn't,"2,0,0","0, 2294, 309, 273, 2"
I don't know,1,don't,"0,1,0,3","0, 45, 358, 309, 378, 2"
what,0,None,0,"0, 312, 2"
where does that go,1,does,"0,1,0,3","0, 442, 462, 296, 316, 2"
oh you put it together again,1,put,"0,0,1,0,0,0","0, 332, 273, 416, 290, 1092, 691, 2"
they don't really belong in there,1,don't,"0,1,0,0,3,0,0","0, 544, 358, 309, 597, 2542, 318, 386, 2"
no,0,None,0,"0, 286, 2"
Mommy can't do it if you can't do it,1,can't,"0,7,0,3,0,0,0,7,0,3,0","0, 1087, 377, 309, 299, 290, 518, 273, 377, 309, 299, 290, 2"
if you can't do it,1,can't,"0,0,7,0,3,0","0, 426, 273, 377, 309, 299, 290, 2"
why are you looking at Ursula,1,are,"0,1,0,5,0,0","0, 601, 385, 273, 1095, 396, 4436, 2"
aren't you ashamed,1,aren't,"1,0,0,0","0, 1973, 309, 273, 14303, 2"
