Sentence,Tense,Verb,NER Tag
where are they,1,are,"0,1,0"
don't go down,1,don't,"1,3,0"
where do you wanna go,1,don't,"0,1,0,3,3"
Daddy went down,2,went,"0,2,0"
in what,0,None,
how many pencils,0,None,
three,0,None,
what is that,1,is,"0,1,0"
elevator,0,None,
elevator,0,None,
this is a radiator,1,is,"0,1,0,0"
this is a radiator,1,is,"0,1,0,0"
so you mean elevator,1,mean,"0,0,1,0"
radiator,0,None,
this is a radiator,1,is,"0,1,0,0"
what,0,None,
oh peek you,1,peek,"0,1,0"
put it on the wall,1,put,"1,0,0,0,0"
that's where Adam put his paintings ,1,s,"3,0,0,1,0,0"
where Adam put his paintings,2,put,"0,0,2,0,0"
so his Daddy will see them when he comes home,3,will,"0,0,0,9,3,0,0,0,1,0"
when he comes home,1,comes,"0,0,1,0"
what do you call that,1,do,"0,1,0,3,0"
you dropped a g,2,dropped,"0,2,0,0"
no go get your rubber band,1,go,"0,1,3,0,0,0"
up on your shelf,0,None,
yes,0,None,
up there,0,None,
what's that,1,s,"4,0"
light,0,None,
your what,0,None,
did you have any more,2,did,"2,0,3,0,0"
oh outside,0,None,
yes you sit outside,1,sit,"0,0,1,0"
whose blanket,0,None,
oh does Adam have a blanket,1,does,"0,1,0,3,0,0"
why do you need your blanket,1,does,"0,1,0,3,0,0"
I think it's out in the kitchen,1,s,"0,1,4,0,0,0,0"
a what,0,None,
oh is that a small one,1,is,"0,1,0,0,0,0"
well you give him the pen,1,give,"0,0,1,0,0,0"
Adam dropped the pencil,2,dropped,"0,2,0,0"
careful Adam,0,None,
a fish,0,None,
what kind of fish,0,None,
swim with you,0,None,
that's a circle,1,s,"4,0,0"
what's that,1,s,"4,0"
oh his spurs,1,spurs,"0,0,1"
what is it,1,is,"0,1,0"
what,0,None,
it's a clown he said,1,s,"4,0,0,0,2"
he said,2,said,"0,2"
Adam's busy,1,s,"4,0"
what is Adam busy doing,1,is,"0,1,0,0,5"
you're busy at home,1,s,"4,0,0,0"
rope for tricks,0,None,
a what,0,None,
did you reach the towel,2,did,"2,0,3,0,0"
what is this,1,is,"0,1,0"
yes what is it,1,is,"0,0,1,0"
rope,0,None,
coat hanger,0,None,
I can't see,1,can't,"0,7,3"
I don't know,1,don't,"0,1,3"
looks like an a what is it,1,looks,"1,0,0,0,0,1,0"
what is it,1,is,"0,1,0"
like penguins,0,None,
penguins don't fly do they,1,don't,"0,1,3,1,0"
do they,1,do,"1,0"
they do fly,1,do,"0,1,3"
no they don't fly I don't think,1,don't,"0,0,1,3,0,1,3"
I don't think,1,don't,"0,1,3"
no they don't,1,don't,"0,0,1"
hm,0,None,
no a tiger doesn't fly does he,1,doesn't,"0,0,0,1,3,1,0"
does he,1,does ,"1,0"
no he can't fly like a kite,1,can't,"0,0,7,3,0,0,0"
what did the book say that penguins can't fly,2,did,"0,2,0,0,3,0,0,7,3"
that penguins can't fly,1,can't,"0,0,7,3"
penguins can't fly,1,can't,"0,7,3"
you're going in the water,1,re,"4,5,0,0,0"
in the water,0,None,
careful too cold to go in the water now,0,None,"0,0,0,0,3,0,0,0,0"
cold outside yes,0,None,
yes the wind's blowing,1,s,"0,0,4,5"
did you see all the snow,2,did,"2,0,3,0,0,0"
drummer show,0,None,
oh look up the cowboy's hat,1,look,"0,1,0,0,0,0"
didn't you go out in the snow,2,didn't,"2,0,3,0,0,0,0"
you didn't go for a walk in the snow,2,didn't,"0,2,3,0,0,0,0,0,0"
did you go over to the library in the snow,2,did,"2,0,3,0,0,0,0,0,0,0"
and ride the elevator,1,ride,"0,1,0,0"
oh like Joshua,0,None,
you threw some snow like Joshua,2,threw,"0,2,0,0,0,0"
Joshua throws like a penguin,1,throws,"0,1,0,0,0"
penguins can't throw can they,1,can't,"0,7,3,7,0"
can they,1,can ,"7,0"
yes they are big and heavy,1,are,"0,0,1,0,0,0"
listen to you,1,listen,"1,0,0"
what are you saying,1,are,"0,1,0,5"
yes I see you,1,see,"0,0,1,0"
do you see me,1,do,"1,0,3,0"
it's how I wonder what you are,1,s,"4,0,0,1,0,0,1"
how I wonder what you are,1,wonder,"0,0,1,0,0,1"
what you are,1,are,"0,0,1"
what are you doing to the paper,1,are,"0,1,0,5,0,0,0"
here we are,1,are,"0,0,1"
oh he gave you some candy,2,gave,"0,0,2,0,0,0"
what,0,None,
what am I doing,1,am,"0,1,0,5"
I'm not doing anything,1,m,"4,0,5,0"
what are you doing,1,are,"0,1,0,5"
you're playing with Urs,1,re,"4,5,0,0"
no Adam,0,None,
what kind of pinwheel,0,None,
why do you have so many pinwheels,1,do,"0,1,0,3,0,0,0"
you have fourteen,1,have,"0,1,0"
well careful,0,None,
what is that,1,is,"0,1,0"
pushing what,0,None,"5,0"
pushing the door,0,None,"5,0,0"
what before,0,None,
Jesus,0,None,
what is that,1,is,"0,1,0"
Butch,0,None,
Butch,0,None,
Butch who,0,None,
oh Bozo's Butch,0,None,
Butch is a little boy who plays with Bozo the clown,1,is,"0,1,0,0,0,0,1,0,0,0,0"
who plays with Bozo the clown,1,plays,"0,1,0,0,0,0"
that's Butch's bed,1,s,"4,0,0"
careful,0,None,
that's what,1,s,"4,0"
Butch's hat,0,None,
Rusty's hat,0,None,
what kind of hat does Rusty have,1,does,"0,0,0,0,1,0,3"
a blue hat,0,None,
yes,0,None,
is that true,1,is,"1,0,0"
what am I doing,1,am,"0,1,0,5"
go ask Cromer if he would like a cup of coffee,1,go,"1,3,0,0,0,7,3,0,0,0,0"
if he would like a cup of coffee,1,would,"0,0,7,3,0,0,0,0"
oh thank you,1,thank,"0,1,0"
that's Adam's,1,s,"4,0"
well you're not going to have coffee,3,re not going to,"0,3,0,5,0,3,0"
no I'm going to bring it in there Adam,3,m going to,"0,3,5,0,3,0,0,0,0"
wait you hafta ask him first,1,wait,"1,0,1,3,0,0"
you hafta ask him first,1,hafta,"0,1,3,0,0"
well you don't want milk in your orange juice,1,don't,"0,0,1,3,0,0,0,0,0"
now Adam let's put yours here,1,let's,"0,0,1,3,0,0"
you sit on the other side of the table,1,sit,"0,1,0,0,0,0,0,0,0"
what is Ursula's,1,is,"0,1,0"
are you drinking your coffee,1,are,"1,0,5,0,0"
poor Ursula,0,None,
yes he spilled something on his hands,2,spilled,"0,0,2,0,0,0,0"
who drinks coffee like that,1,drinks,"0,1,0,0,0"
what do you have,1,do,"0,1,0,3"
you have sugar in there,1,have,"0,1,0,0,0"
and what else,0,None,
oh well you've got milk in your juice,1,ve,"0,0,4,8,0,0,0,0"
I don't think that would be very good really,1,don't,"0,1,3,0,7,3,0,0,0"
that would be very good really,1,would,"0,7,3,0,0,0"
no,0,None,
what kind of exercise is that,1,is,"0,0,0,0,1,0"
you're exercising,1,re,"4,5"
what about Hump Dump,0,None,
let you reach what,1,let,"1,0,3,0"
more what,0,None,
more juice,0,None,
I don't know,1,don't,"0,1,3"
what did happen to you,2,did,"0,2,3,0,0"
you fell down,2,fell,"0,2,0"
did you hurt yourself,2,did,"2,0,3,0"
oh where did you hurt yourself,2,did,"0,0,2,0,3,0"
push,1,push,"1,"
what are you going to push,3,are you going to,"0,1,0,5,0,0"
don't spill your coffee,1,don't,"1,3,0,0"
what,0,None,
you're going around,1,re,"4,5,0"
what happens when you go around like that,1,happens,"0,1,0,0,1,0,0,0"
when you go around like that,1,go,"0,0,1,0,0,0"
careful Adam the coffee's hot,1,s,"0,0,0,4,0"
your what,0,None,
what's the matter with you,1,s,"4,0,0,0,0"
excuse you please,1,excuse,"1,0,0"
why were you talking like that,2,were,"1,2,0,5,0,0"
oh your tummy made a noise,2,made,"0,0,0,2,0,0"
let Adam stir you,1,let,"1,0,3,0"
do I wanna be stirred,1,do,"1,0,3,3,8"
no,0,None,
being stirred doesn't make you big strong and healthy,1,doesn't,"5,8,1,3,0,0,0,0,0"
no thank you,1,thank,"0,1,0"
I don't want milk over me,1,don't,"0,1,3,0,0,0"
he doesn't wanna exercise,1,doesn't,"0,1,3,3"
no honey,0,None,
Adam,0,None,
take a bath exercise play,1,take,"1,0,0,1,0"
is it alright if he drinks his coffee now,1,is ,"1,0,0,0,0,1,0,0,0"
if he drinks his coffee now,1,drinks,"0,0,1,0,0,0"
well he can't exercise like you,1,can't,"0,0,7,3,0,0"
you made it,2,made,"0,2,0"
alright,0,None,
Adam you write on one side of the paper remember,1,write,"0,0,1,0,0,0,0,0,0,1"
with gas,0,None,
advertisement,0,None,
Adam,0,None,
don't be so rough with the pen,1,be,"1,3,0,0,0,0,0"
what are they,1,are,"0,1,0"
what is that,1,is,"0,1,0"
is that Adam,1,is,"1,0,0"
what is that,1,is,"0,1,0"
what,0,None,
what,0,None,
today isn't Thursday,1,isn't,"0,1,0"
what is today,1,isn't,"0,1,0"
Wednesday,0,None,
what comes after Wednesday,1,comes,"0,1,0,0"
what happens now,1,happens,"0,1,0"
you'd like more coffee,1,d,"4,3,0,0"
okay,0,None,
more coffee,0,None,
whose what is that,1,is,"0,0,1,0"
sugar,0,None,
two Adam,0,None,
where's the other Adam,1,s,"4,0,0,0"
you don't know,1,don't,"0,1,3"
put your coffee down,1,put,"1,0,0,0"
stir that,1,stir,"1,0"
little what,0,None,
one leg,0,None,
watch,1,watch,1
what's the matter with your eye,1,s,"4,0,0,0,0,0"
you're riding over the rocks,1,re,"4,5,0,0,0"
I don't know what happened,1,don't,"0,1,3,0,2"
you're going to ride over the rocks,3,re going to,"4,5,0,3,0,0,0"
coming what,0,None,"5,0"
what happens when you go around like that for a long time,1,happens,"0,1,0,0,1,0,0,0,0,0,0,0"
when you go around like that for a long time,1,go,"0,0,1,0,0,0,0,0,0,0"
why do you have your mouth open,1,do,"0,1,0,3,0,0,0"
what's that noise,1,s,"4,0,0"
ride over the rug,1,ride,"1,0,0,0"
that's right,1,s,"4,0"
it's been a long time,1,s,"4,8,0,0,0"
oh you ran out_of gas,2,ran,"0,0,2,0,0,0"
you hafta push it now,1,hafta,"0,1,3,0,0"
oh did you pay him,2,did,"0,2,0,3,0"
you mustn't drive off until you get your change,1,mustn't,"0,7,3,0,0,0,1,0,0"
until you get your change,1,get,"0,0,1,0,0"
did you ask her if she's finished,2,did,"2,0,3,0,0,4,8"
yes I'm finished,2,m,"0,4,8"
thank you,1,thank,"1,0"
Adam you can ask Cromer if he's finished,1,can,"0,0,7,3,0,0,4,8"
if he's finished,1,s,"0,4,8"
you don't put gas in the wheel in the tire you put air,1,don't,"0,1,3,0,0,0,0,0,0,0,0,1,0"
in the tire you put air,1,put,"0,0,0,0,1,0"
don't forget to pay him,1,don't,"1,3,0,3,0"
take care,1,take,"1,0"
that's Mommy,1,s,"4,0"
what,0,None,
hit Mommy,1,hit,"1,0"
don't whisper,1,don't,"1,3"
what are you doing,1,are,"0,1,0,5"
oh you're busy,1,re,"0,4,0"
oh what're you doing,1,re,"0,4,0,5"
you're checking the wheels,1,re,"4,5,0,0"
are they alright,1,are,"1,0,0"
oh through that,0,None,
that's a gas station,1,s,"4,0,0,0"
are they all going around,1,are,"1,0,0,5,0"
well that's just your tricycle,1,s,"0,4,0,0,0"
yes it's squeaking,1,s,"0,4,5"
yes you did,2,did,"0,0,2"
measles,0,None,
sick yes,0,None,
why don't you ask her what the measles look like,1,don't,"0,1,0,3,0,0,0,0,1,0"
what the measles look like,1,look,"0,0,0,1,0"
came from the dog,2,came,"2,0,0,0"
he has a dog named Spot,1,has,"0,1,0,0,8,0"
your tire is broken,1,is,"0,0,1,0"
over there,0,None,
you must go over there,1,must,"0,7,3,0,0"
why,0,None,
what happened,2,happened,"0,2"
you almost fell down,2,fell,"0,0,2,0"
what,0,None,
the tire is broken,1,is,"0,0,1,0"
you almost fell down because you weren't looking where you were going,2,fell,"0,0,2,0,0,0,2,5,0,0,2,5,"
because you weren't looking where you were going,2,weren't,"0,0,2,5,0,0,2,5"
where you were going,2,were,"0,0,2,5"
you almost rode over a stick,2,rode,"0,0,2,0,0,0"
because a nail's in there,1,s,"0,0,4,0,0"
well what do you want him to do,1,do,"0,0,1,0,3,0,0,3"
let you sit on the tire,1,let,"1,0,3,0,0,0"
well didn't you say there was a nail in there,2,didn't,"0,2,0,3,0,2,0,0,0,0"
there was a nail in there,2,was,"0,2,0,0,0,0"
you what,0,None,
you touched Cromer,2,touched,"0,2,0"
no you didn't,2,didn't,"0,0,2"
you hit your handle bar on your tricycle,2,hit,"0,2,0,0,0,0,0,0"
well you don't needta push,1,don't,"0,0,1,3,3"
you just got some gas in it,1,got,"0,0,2,0,0,0,0"
did you pay for the gas,2,did,"2,0,3,0,0,0"
did you,2,did,"2,0"
he said stamps,2,said,"0,2,0"
good bye you take came,1,take,"0,0,0,1,3"
alright,0,None,
oh don't do that,1,don't,"0,1,3,0"
my_goodness,0,None,
we'll hafta have the doctor take care of my foot if you run over it with your tricycle,3,ll ,"6,3,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0"
if you run over it with your tricycle,1,run,"0,0,1,0,0,0,0,0"
doctor yes,0,None,
don't you think you're finished,1,don't,"1,0,3,4,8"
you're finished,1,re,"4,8"
don't you think you've had enough,1,don't,"1,0,3,4,8,0"
you've had enough,1,ve,"4,8,0"
are you sure,1,are,"1,0,0"
you don't have enough,1,don't,"0,1,3,0"
no you just take the cup,1,take,"0,0,0,1,0,0"
don't drink it,1,don't ,"1,3,0"
yeah little boys like you,1,like,"0,0,0,1,0"
what,0,None,
it's,0,None,
is that what she said,2,is,"1,0,0,0,2"
what she said,2,said,"0,0,2"
tie your shoe,1,tie,"1,0,0"
let Cromer tie it,1,let,"1,0,3,0"
well I've tied it now,1,ve,"0,4,8,0,0"
it's alright,1,s,"4,0"
oh no he's writing,1,s,"0,0,4,5"
Adam no,0,None,
that doesn't belong under there does it,1,doesn't,"0,1,3,0,0,1,0"
does it,1,does,"1,0"
Adam,0,None,
Adam,0,None,
Adam,0,None,
alright you're seeing the penguin,1,re,"0,4,5,0,0"
take the spoon out before you tear that,1,take,"1,0,0,0,0,0,1,0"
before you tear that,1,tear,"0,0,1,0"
no Adam you'll tear that,3,ll,"0,0,6,3,0"
Daddy's desk isn't a toy is it,1,isn't,"4,0,1,0,0,1,0"
is it,1,is,"1,0"
why don't you go tell Urs and Cromer about the ice cone you had in the car,1,don't,"0,1,0,3,3,0,0,0,0,0,0,0,0,2,0,0,0"
the ice cone you had in the car,2,had,"0,0,0,0,2,0,0,0"
so there,0,None,
what else did you do,2,did,"0,0,2,0,3"
did you see a bridge,2,did,"2,0,3,0,0"
what else,0,None,
what else did you see,2,did,"0,0,2,0,3"
what else,0,None,
what else did you see,2,did,"0,0,2,0,3"
you saw an open can,2,saw,"0,2,0,0,0"
what kind of can,0,None,
I wasn't smiling,2,wasn't,"0,2,5"
it's the telephone,1,s,"4,0,0"
yes he is over at the school,1,is,"0,0,1,0,0,0,0"
I'm sure he'll probably see it,2,m,"4,0,6,0,3,0"
he'll probably see it,3,ll,"6,0,3,0"
what about Urs,0,None,
was that Urs on the phone,2,was,"2,0,0,0,0,0"
and quickly,0,None,
perhaps she doesn't have anything for you to see in the bag,1,doesn't,"0,0,1,3,0,0,0,0,3,0,0,0"
what is that,1,is,"0,1,0"
thimble,0,None,
card for you,0,None,
no it's from Robin,1,s,"0,4,0,0"
measles,0,None,
measles yes,0,None,
no I don't think she has anything else to show you,1,don't,"0,0,1,3,0,1,0,0,0,3,0"
she has anything else to show you,1,has,"0,1,0,0,0,3,0"
he's going to play basketball,1,s going to,"4,5,0,3,0"
oh that's too big,1,s,"0,4,0,0"
that's big too,1,s,"4,0,0"
oh I'm sure it must be down in there,1,m ,"0,4,0,0,7,3,0,0,0"
it must be down in there,1,must,"0,7,3,0,0,0"
why do you need those on the tow truck,1,do,"0,1,0,3,0,0,0,0,0"
for what,0,None,
I thought you said they belonged on your firetruck on your tow truck,2,thought,"0,2,0,2,0,2,0,0,0,0,0,0,0"
you said they belonged on your firetruck on your tow truck,2,said,"0,2,0,2,0,0,0,0,0,0,0,0"
they belonged on your firetruck on your tow truck,2,belonged,"0,2,0,0,0,0,0,0,0,0"
I don't know,1,don't,"0,1,3"
what happened,2,happened,"0,2"
what happened,2,happened,"0,2"
don't fell down,1,don't,"1,2,0"
what doctor are you going to,1,are,"0,0,1,0,5,0"
do you think you car ride like that Adam,1,do,"1,0,3,0,0,1,0,0"
you car ride like that Adam,1,ride,"0,0,1,0,0,0"
you're going to fix the tricycle,3,re going to ,"4,5,0,3,0,0"
mhm,0,None,
well if you know how why don't you do it,1,know,"0,0,0,1,0,0,1,0,3,0"
why don't you do it,1,don't,"0,1,0,3,0"
bulldozer song,0,None,
what does a bulldozer say,1,does,"0,1,0,0,3"
bulldozer strong,0,None,
can you sing it,1,can,"7,0,3,0"
well what is the bulldozer song,1,is,"0,0,1,0,0,0"
would you like her to go to the doctor,1,would,"7,0,3,0,0,3,0,0,0"
what doctor would you like her to go to,1,would,"0,0,7,0,3,0,0,3,0"
go where,1,go,"1,0"
now the tricycle is fixed,1,is,"0,0,0,1,8"
don't run it over her again,1,don't,"1,3,0,0,0,0"
did you say thank you,2,did,"2,0,3,1,0"
you're giving Perro a ride,1,re,"4,5,0,0,0"
does he like it,1,does,"1,0,3,0"
what about the tire,0,None,
push tire,1,push,"1,0"
Adam,0,None,
cat,0,None,
three six,0,None,
three six ears,0,None,
how many ears do you have,1,do,"0,0,0,1,0,3"
here's one,1,s,"4,0"
ship,0,None,
going to fish school,0,None,"5,0,0,0"
what does it learn at fish school,1,does,"0,1,0,3,0,0,0"
no fish school,0,None,
Adam if you write all over the paper where will Urs write,3,write,"0,0,0,1,0,0,0,0,0,9,0,3"
where will Urs write,3,will,"0,9,0,3"
you're doing what,1,re,"4,5,0"
she hasn't finished with that page,1,hasn't,"0,1,8,0,0,0"
what is that,1,is,"0,1,0"
remember firetruck,1,remember,"1,0"
what,0,None,
what is that,1,is,"1,0,0"
a what,0,None,
a rope,0,None,
let you make a rope,1,let,"1,0,3,0,0"
you made it,2,made,"0,2,0"
what do you do with this rope,1,do,"0,1,0,3,0,0,0"
Adam,0,None,
that's not a story,1,s,"4,0,0,0"
what's he looking at,1,s,"4,0,5,0"
no Adam don't stand on his foot,1,don't,"0,0,1,3,0,0,0"
that hurts,1,hurts,"0,1"
here stand on the cart,1,stand,"0,1,0,0,0"
would you like for him to stand on your foot,1,would,"7,0,3,0,0,0,3,0,0,0"
you what,0,None,
what are you doing,1,are,"0,1,0,5"
what do you call that,1,do,"0,1,0,3,0"
push it over near the table,1,push,"1,0,0,0,0,0"
I don't know what happened,2,don't,"0,1,3,0,2"
what happened,2,happened,"0,2"
what,0,None,
Adam,0,None,
Adam,0,None,
let Urs show you,1,let,"1,0,3,0"
the sunshine is laughing,1,is,"0,0,1,5"
hay,0,None,
this,0,None,
tiger,0,None,
and this,0,None,
egg,0,None,
a violin,0,None,
what else,0,None,
harpsichord,0,None,
and this,0,None,
Pembroke,0,None,
and this,0,None,
and this,0,None,
mail,0,None,
the end,0,None,
that's a tail,1,s,"4,0,0"
Adam,0,None,
he doesn't feel like exercising,1,doesn't,"0,1,3,0,5"
do you feel better now that you've been naughty,1,do ,"1,0,3,0,0,0,4,8,0"
that you've been naughty,1,ve,"0,4,8,0"
Adam what about that trailer truck that you saw outside the window this morning,2,saw,"0,0,0,0,0,0,0,0,2,0,0,0,0,0"
what did it have on it,2,did,"0,2,0,3,0,0"
well what kind of trailer truck was it,2,was,"0,0,0,0,0,0,2,0"
yes it was gold,2,was,"0,0,2,0"
a car trailer truck yellow,0,None,
what else is there,1,is,"0,0,1,0"
put it back in the folder,1,put,"1,0,0,0,0,0"
I want you to tell her about this book,1,want,"0,1,0,0,3,0,0,0,0"
you don't wanna tell her about the book,1,don't,"0,1,3,3,0,0,0,0"
frightens the chickens,1,frightens,"1,0,0,"
driving by itself,0,None,"5,0,0"
propeller,0,None,
loopy,0,None,
big cloud,0,None,
angry faces on the dial,0,None,
what is it,1,is,"0,1,0"
yes we had coffee,2,had,"0,0,2,0"
no more not now,0,None,
come and show her about the fireman and the policeman,1,come,"1,0,1,0,0,0,0,0,0,0"
show her about the fireman and the policeman,1,show,"1,0,0,0,0,0,0,0"
what's the fireman doing,1,s,"4,0,0,5"
oh the fireman's brave,1,s,"0,0,4,0"
which one are you reading first,1,are,"0,0,1,0,5,0"
calling all cars,0,None,"5,0,0"
what happened,2,happend,"0,2"
fireman is brave,1,is,"0,1,0"
oh what keeps him dry,1,keeps,"0,0,1,0,0"
what is this about,1,is,"0,1,0,0"
where are you going,1,are,"0,1,0,6"
can you say thank you,1,can,"7,0,3,1,0"
yes she gave it to you,2,gave,"0,1,2,0,0,0"
kitty,0,None,
is it an egg,1,is,"1,0,0,0"
that's not for eating,1,s,"4,0,0,5"
no,0,None,
yes,0,None,
she said you could open it,2,said,"0,2,0,7,3,0"
you could open it,2,could,"0,7,3,0"
egg apple,0,None,
oh is that Christmas,1,is,"0,1,0,0"
what are you doing Adam,1,are,"0,1,0,5,0"
what happened,2,happened,"0,2"
you dropped it,2,dropped,"0,2,0"
Pluto,0,None,
oh punching ball,0,None,"0,5,0"
what are you doing,1,are,"0,1,0,5"
it looks like an egg,1,looks,"0,1,0,0,0"
mhm,0,None,
I don't know,1,don't,"0,1,3"
keep going,1,keep,"1,5"
Christmas,0,None,
tiny isn't it,1,isn't,"0,1,0"
flower,0,None,
something broke,2,broke,"0,2"
no it didn't,2,didn't,"0,0,2"
what is that Adam,1,is,"0,1,0,0"
that looks like something in a box,1,looks,"0,1,0,0,0,0,0"
car,0,None,
yes it's yours,1,s,"0,4,0"
who opened it,2,opened,"0,2,0"
you just opened it,2,opened,"0,0,2,0"
oh you dropped something,2,dropped,"0,0,2,0"
you leave it out here for the baby and we'll give it to him later,3,leave,"0,1,0,0,0,0,0,0,0,6,3,0,0,0,0"
and we'll give it to him later,3,ll,"0,6,3,0,0,0,0"
you dropped something over there,2,dropped,"0,2,0,0,0"
you dropped a pocket book,2,dropped,"0,2,0,0,0"
oh that's mine,1,s,"0,4,0"
oh thank you,1,thank,"0,1,0"
don't have it,1,don't,"1,3,0"
did you say thank you to Ursla,2,did,"2,0,3,1,0,0,0"
no we don't eat rattles,1,don't,"0,0,1,3,0"
you like it,1,like,"0,1,0"
oh no,0,None,
you can't take the top off,1,can't,"0,7,3,0,0,0"
where are you going to put this,3,are you going,"0,1,0,5,0,3,0"
