,Sentence,Tense,Verb,NER Tag
3999,oh it helps to pull it,1,helps,"0,0,1,0,3,0"
4000,yes what does it do,1,does,"0,0,1,0,3"
4001,it helps the wheels turn,1,helps,"0,1,0,0,3"
4002,didn't you drop some on the floor,2,didn't,"2,0,3,0,0,0,0"
4003,I understood fire truck,2,understood,"0,2,0,0"
4004,you're going to hafta pick all those rubber bands up and put them back,3,re going to,"4,5,0,3,3,0,0,0,0,0,0,3,0,0"
4005,I wouldn't take so many out,1,wouldn't,"0,7,3,0,0,0"
4006,Cromer isn't taking any out,1,isn't,"0,1,5,0,0"
4007,no he's not taking them out,1,s,"0,4,0,5,0,0"
4008,I don't see how they can help you because they won't stay on the wheels,1,don't,"0,1,3,0,0,7,3,0,0,0,9,3,0,0,0"
4009,how they can help you because they won't stay on the wheel,1,can,"0,0,7,3,0,0,0,9,3,0,0,0"
4010,because they won't stay on the wheel,3,won't,"0,0,9,3,0,0,0"
4011,on the wheels no,0,None,"0,0,0,0"
4012,no I don't think they will,1,don't,"0,0,1,3,0,9"
4013,they will,3,will,"0,9"
4014,I don't think so,1,don't,"0,1,3,0"
4015,now you have too many,1,have,"0,0,1,0,0"
4016,now no more,0,None,"0,0,0"
4017,close the drawer,1,close,"1,0,0"
4018,you missed it,2,missed,"0,2,0"
4019,screws,0,None,0
4020,what are you putting on,1,are,"0,1,0,5,0"
4021,no more,0,None,"0,0"
4022,look on the floor,1,look,"1,0,0,0"
4023,go look behind your firetruck on the floor,1,go,"1,3,0,0,0,0,0,0"
4024,I don't know who did,2,don't,"0,1,3,0,2"
4025,who did,2,did,"0,2"
4026,it must have been Adam,1,must,"0,7,3,8,0"
4027,well what is that,1,is,"0,0,1,0"
4028,keep what up in the air,1,keep,"1,0,0,0,0,0"
4029,Adam what are those papers under your tricycle,1,are,"0,0,1,0,0,0,0,0"
4030,look under your other wheel,1,look,"1,0,0,0,0"
4031,the other one,0,None,"0,0,0"
4032,look under the one,0,None,"0,0,0,0"
4033,thank you very much,1,thank,"1,0,0,0"
4034,they don't really belong over there,1,don't,"0,1,0,3,0,0"
4035,yes you still have some on there,1,have,"0,0,0,1,0,0,0"
4036,I thought he said you two fighting,2,thought,"0,2,0,2,0,0,5"
4037,he said you two fighting,2,said,"0,2,0,0,5"
4038,belongs on the pedal,1,belongs,"1,0,0,0"
4039,what happened,2,happened,"0,2"
4040,no thank you,1,thank,"0,1,0"
4041,no I don't any my fingers popped,1,don't,"0,0,1,0,0,0,8"
4042,any my fingers popped,2,popped,"0,0,0,2"
4043,he doesn't want his fingers popped either,2,doesn't,"0,1,3,0,0,8,0"
4044,his fingers popped either,2,popped,"0,0,2,0"
4045,you popped your finger didn't you,2,popped,"0,2,0,0,2,0"
4046,didn't you,2,didn't,"2,0"
4047,I don't know,1,don't,"0,1,3"
4048,what,0,None,0
4049,where does that go,1,does,"0,1,0,3"
4050,oh you put it together again,1,put,"0,0,1,0,0,"
4051,they don't really belong in there,1,don't,"0,1,0,3,0,0"
4052,no,0,None,0
4053,Mommy can't do it if you can't do it,1,can't,"0,7,3,0,0,0,7,3,0"
4054,if you can't do it,1,can't,"0,0,7,3,0"
4055,why are you looking at Ursula,1,are,"0,1,0,5,0,0"
4056,aren't you ashamed,1,aren't,"1,0,0"
4057,they'll think you're just a little baby,3,ll,"6,3,4,0,0,0,0"
4058,yes leave the doggie up,1,leave,"0,1,0,0,0"
4059,he's dirty and you're changing his diaper,1,s,"4,0,0,4,5,0,0"
4060,you're changing his diaper,1,re,"4,5,0,0"
4061,does he have boots on,1,does,"1,0,3,0,0"
4062,I don't think his legs are long enough to go in the boot,1,don't,"0,1,3,0,0,1,0,0,0,3,0,0,0"
4063,his legs are long enough to go in the boot,1,are,"0,0,1,0,0,0,3,0,0,0"
4064,what,0,None,0
4065,are you coming,1,are,"1,0,5"
4066,what do you want Cromer to move for,1,do,"0,1,0,3,0,0,3,0"
4067,do you want me to set over there,1,do,"1,0,3,0,0,3,0,0"
4068,what are you going to do,3,are you going to,"0,1,0,5,0,3"
4069,good night,0,None,"0,0"
4070,cross the bridge,1,cross,"1,0,0"
4071,what bridge,0,None,"0,0"
4072,Soakie's under there,1,s,"4,0,0"
4073,Adam what are you doing,1,are,"0,0,1,0,5"
4074,we don't want all these beetles,1,don't,"0,1,3,0,0,0"
4075,okay,0,None,0
4076,oh that's a big one,1,s,"0,4,0,0,0"
4077,a beetle can you tell Urs where you went yesterday,2,can,"0,0,7,0,3,0,0,0,2,0"
4078,where you went yesterday,2,went,"0,0,2,0"
4079,we didn't go to the grocery store,2,didn't,"0,2,3,0,0,0,0"
4080,where did we go,2,did,"0,2,0,3"
4081,yes we went in the car,2,went,"0,0,2,0,0,0"
4082,and what did you see,2,did,"0,0,2,0,3"
4083,animals,0,None,0
4084,a big doggie eating,0,None,"0,0,0,5"
4085,but he was much bigger than Perro,2,was,"0,0,2,0,0,0,0"
4086,do you remember what the place was called,2,do,"1,0,3,0,0,0,2,8"
4087,what the place was called,2,was,"0,0,0,2,8"
4088,no zoo,0,None,"0,0"
4089,yeah we saw the parrot,2,saw,"0,0,2,0,0"
4090,you didn't see an elephant,2,didn't,"0,2,3,0,0"
4091,what else did you see,2,did,"0,0,2,0,3"
4092,a lamb,0,None,"0,0"
4093,is that what it says,1,is,"1,0,0,0,1"
4094,what it says,1,says,"0,0,1"
4095,big dog,0,None,"0,0"
4096,yeah big doggie was eating,2,was,"0,0,0,2,5"
4097,oh broke a pencil,2,broke,"0,2,0,0"
4098,you mustn't play with a pencil in your hand,1,mustn't,"0,7,3,0,0,0,0,0,0"
4099,lots of boots,0,None,"0,0,0"
4100,oh no what will he write with,3,will,"0,0,0,9,0,3,0"
4101,big what,0,None,"0,0"
4102,a big needle,0,None,"0,0,0"
4103,oh another needle,0,None,"0,0,0"
4104,I don't know what is it,1,don't,"0,1,3,0,1,0"
4105,what is it,1,is,"0,1,0"
4106,oh Cromer's pencil,0,None,"0,0,0"
4107,oh is that the sky,1,is,"0,1,0,0,0"
4108,I don't know,1,don't,"0,1,3"
4109,what is it,1,is,"0,1,0"
4110,is that Humpty Dumpty,1,is,"1,0,0,0"
4111,who spanked Humpty Dumpty's face,2,spanked,"0,2,0,0,0"
4112,I don't know,1,don't,"0,1,3"
4113,oh he's under your finger,1,s,"0,4,0,0,0"
4114,write on the other side honey,1,write,"1,0,0,0,0,0"
4115,you need a chair,1,need,"0,1,0,0"
4116,Humpty Dumpty what,0,None,"0,0"
4117,see,1,see,1
4118,careful,0,None,0
4119,I don't know,1,don't,"0,1,3"
4120,where is he,1,is,"0,1,0"
4121,down where,0,None,"0,0"
4122,there's Humpty Dumpty,1,s,"4,0,0"
4123,where did you say he was,2,did,"0,2,0,3,0,2"
4124,he was,2,was,"0,2"
4125,oh in Pembroke,0,None,"0,0,0"
4126,a muffin man,0,None,"0,0,0"
4127,you'll be back,3,ll,"4,3,0"
4128,okay,0,None,0
4129,where does the muffin man live,1,does,"0,1,0,0,0,3"
4130,mhm,0,None,0
4131,careful don't hit Ursla,1,don't,"0,1,3,0"
4132,is that a refrigerator,1,is,"1,0,0,0"
4133,moon,0,None,0
4134,where did it go,2,did,"0,2,0,0"
4135,up where,0,None,"0,0"
4136,on your side of the paper,0,None,"0,0,0,0,0,0"
4137,my turn,0,None,"0,0"
4138,oh what're you doing,1,re,"0,4,0,5"
4139,what are you doing,1,are,"0,1,0,5"
4140,okay,0,None,0
4141,what are you doing,1,are,"0,1,0,5"
4142,what,0,None,0
4143,on the paper,0,None,"0,0,0"
4144,you wrote on my finger,2,wrote,"0,2,0,0,0"
4145,okay,0,None,0
4146,there's nothing in here to read,1,s,"4,0,0,0,0,3"
4147,Mommy's read it,1,s,"4,8,0"
4148,no that's not shampoo,1,s,"0,4,0,0"
4149,that's dressing,1,s,"4,0"
4150,salad dressing,0,None,"0,0"
4151,what you put on salad,2,put,"0,0,2,0,0"
4152,what's that,1,s,"4,0"
4153,painting,0,None,5
4154,I don't think it's a painting,1,don't,"0,1,3,4,0,0"
4155,I think it's really a photograph,1,s,"0,1,4,0,0,0"
4156,you do what,1,don't,"0,1,0"
4157,you're picking the ball,1,re,"4,5,0,0"
4158,and what did you do with my piece of paper,2,did,"0,0,2,0,3,0,0,0,0,0"
4159,no,0,None,0
4160,why would he want that in his face,1,would,"0,7,0,3,0,0,0,0"
4161,no I don't want some,1,don't,"0,0,1,3,0"
4162,I don't know,1,don't,"0,1,3"
4163,you what,0,None,"0,0"
4164,oh no you don't pull on books,1,don't,"0,0,0,1,3,0,0"
4165,no this is yours,1,is,"0,0,1,0"
4166,you take the card,1,take,"0,1,0,0"
4167,hm,0,None,0
4168,what,0,None,0
4169,what are you doing,1,are,"0,1,0,5"
4170,where's your page,1,s,"4,0,0"
4171,no,0,None,0
4172,that's no the one that has the markings on it,1,s,"4,0,0,0,0,1,0,0,0,0"
4173,no you don't pull on books,1,don't,"0,0,1,3,0,0"
4174,you don't throw books either,1,don't,"0,1,3,0,0"
4175,can you read it,1,can,"7,0,3,0"
4176,you don't find pictures,1,don't,"0,1,3,0"
4177,no that doesn't have any pictures in it,1,doesn't,"0,0,1,3,0,0,0,0"
4178,you may fall,1,fall,"0,7,3"
4179,if I let go you'll fall and hurt yourself,1,let,"0,0,1,3,6,3,0,3,0"
4180,you'll fall and hurt yourself,3,ll,"6,3,0,3,0"
4181,you're tires,1,re,"4,0"
4182,oh I thought you were tired,2,thought,"0,0,2,0,2,0"
4183,you were tired,2,were,"0,2"
4184,see,0,None,0
4185,what happened,2,happened,"0,2"
4186,what happened,2,happened,"0,2"
4187,I did,2,did,"0,2"
4188,see what,1,see,"1,0"
4189,you fell down,2,fell,"0,2,0"
4190,oh you're in the rodeo,1,re,"0,3,0,0,0"
4191,oh what are you doing,1,are,"0,0,1,0,5"
4192,are you riding a horse,1,are,"1,0,5,0,0"
4193,what are you riding,1,are,"0,1,0,5"
4194,oh you're going to ride a horse,1,re,"0,4,5,0,3,0,0"
4195,yes he is heavy,1,is,"0,0,1,0"
4196,now how are you going to get down,1,are,"0,0,0,0,5,0,3,0"
4197,careful,0,None,0
4198,you're okay,1,re,"4,0"
4199,no but that's not ground,1,s,"0,0,4,0,0"
4200,you don't use a pencil for that do you,1,don't,"0,1,3,0,0,0,0,1,0"
4201,you write with a pencil,1,write,"0,1,0,0,0"
4202,that's not a hammer,1,s,"4,0,0,0"
4203,you don't use that either,1,don't,"0,1,3,0,0"
4204,what are you doing,1,are,"0,1,0,3"
4205,pushing what away,0,None,"5,0,0"
4206,you're pushing that shadow away,1,re,"4,5,0,0,0"
4207,whose shadow,0,None,"0,0"
4208,your shadow,0,None,"0,0"
4209,I don't see your shadow,1,don't,"0,1,3,0,0"
4210,what,0,None,0
4211,Ricky's in there,1,s,"4,0,0"
4212,what happened,2,happened,"0,2"
4213,you're okay,1,re,"4,0"
4214,you can't ride that horse can you,1,can't,"0,7,3,0,0,7,0"
4215,can you,1,can,"7,0"
4216,it's a big horse,1,re,"4,0,0,0"
4217,oh you can ride that one,1,can't,"0,0,7,3,0,0"
4218,you can't ride Perro,1,can't,"0,7,3,0"
4219,he's too small isn't he,1,s,"4,0,0,1,0"
4220,isn't he,1,isn't,"1,0"
4221,no you can't ride on the tail,1,can't,"0,0,7,3,0,0,0"
4222,no you don't need a blanket,1,don't,"0,0,1,3,0,0"
4223,funny Pinocchio,0,None,"0,0"
4224,Adam,0,None,0
4225,careful,0,None,0
4226,what do you say,1,do,"0,1,0,3"
4227,you didn't kick Perro,2,didn't,"0,2,3,0"
4228,whom did you kick with your shoe,2,did,"0,2,0,3,0,0,0"
4229,you hit Mr Cromer with your shoes,2,hit,"0,2,0,0,0,0,0"
4230,you kicked him with your shoe,2,kicked,"0,2,0,0,0,0"
4231,kiss it,1,kiss,"1,0"
4232,kiss what,1,kiss,"1,0"
4233,you want him to kiss your dirty shoes,1,want,"0,1,0,0,3,0,0,0"
4234,he has dirty feet doesn't he,1,has,"0,1,0,0,1,0"
4235,doesn't he,1,doesn't,"1,0"
4236,no that's not yours is it,1,s,"0,4,0,0,1,0"
4237,is it,1,is,"1,0"
4238,under there,0,None,"0,0"
4239,let who,1,let,"1,0"
4240,who,0,None,0
4241,no Adam,0,None,"0,0"
4242,don't step on it,1,don't,"1,3,0,0"
4243,Daddy's going to ride in the car,1,s,"4,5,0,3,0,0,0"
4244,he's not a copy cat,1,s,"4,0,0,0,0"
4245,you're a copy cat,1,re,"4,0,0,0"
4246,don't break the points Adam he needs that to write with,1,don't,"1,3,0,0,0,0,1,0,0,3,0"
4247,he needs that to write with,1,needs,"0,1,0,0,3,0"
4248,I think he meant let me play with Mr Cromer,1,think,"0,1,0,2,1,0,3,0,0,0"
4249,he meant let me play with Mr Cromer,2,meant,"0,2,1,0,3,0,0,0"
4250,let me play with Mr Cromer,1,let,"1,0,3,0,0,0"
4251,something broke,2,broke,"0,2"
4252,don't break Mr Cromer's pencil,1,don't,"1,3,0,0,0"
4253,he won't be able to write anymore,3,won't,"0,9,3,0,0,3,0"
4254,where are you putting that Adam,1,don't,"0,1,0,5,0,0"
4255,don't what,1,change,"1,0"
4256,change,1,is,1
4257,where is the point,1,show,"0,1,0,0"
4258,show me the point,1,put,"1,0,0,0"
4259,put your finger on the point,1,s,"1,0,0,0,0,0"
4260,birdie toe,0,None,"0,0"
4261,that's the point,1,s,"4,0,0"
4262,this is what you write with,1,is,"0,1,0,0,1,0"
4263,what you write with,1,write,"0,0,1,0"
4264,no that's not apple,1,s,"0,4,0,0"
4265,no,0,None,0
4266,no thank you,1,thank,"0,1,0"
4267,what are you doing,1,are,"0,1,0,5"
4268,you dropped your hat,2,dropped,"0,2,0,0"
4269,what is that,1,is,"0,1,0"
4270,don't hit the table so hard,1,don't,"1,3,0,0,0,0"
4271,you fell down,2,fell,"0,2,0"
4272,why did you fall down,2,did,"0,2,0,3,0"
4273,eat,1,eat,1
4274,I'm not hungry,1,m,"4,0,0"
4275,no thank you,1,thank,"0,1,0"
4276,no thank you,1,thank,"0,1,0"
4277,I don't want a spoon,1,don't,"0,1,3,0,0"
4278,be quiet,1,be,"3,0"
4279,oh you're going to eat,3,re going to,"0,4,5,0,3"
4280,no thank you,1,thank,"0,1,0"
4281,you already brought the supper,2,brought,"0,0,2,0,0"
4282,you two be quiet,1,be,"0,0,5,0"
4283,alright,0,None,0
4284,what is it,1,is,"0,1,0"
4285,oh it's macaroni,1,s,"0,4,0"
4286,let me eat the macaroni,1,let,"1,0,3,0,0"
4287,that's very good,1,s,"4,0,0"
4288,did you bake that yourself,2,did,"2,0,3,0,0"
4289,like a piece of meat,0,None,"0,0,0,0,0"
4290,no thank you,1,thank,"0,1,0"
4291,I don't know,1,don't,"0,1,3"
4292,maybe you dropped it out in the kitchen,2,dropped,"0,0,2,0,0,0,0,0"
4293,what kind of meat is it,1,is,"0,0,0,0,1,0"
4294,big meat,0,None,"0,0"
4295,no thank you,1,thank,"0,1,0"
4296,don't push Adam,1,push,"1,3,0"
4297,that's not nice,1,s,"4,0,0"
4298,what are you getting now,1,are,"0,1,0,5,0"
4299,I don't think you need a fork,1,don't,"0,1,3,0,1,0,0"
4300,you need a fork,1,need,"0,1,0,0"
4301,Adam what are you doing,1,are,"0,0,1,0,5"
4302,why do you have a hat,1,do,"0,1,0,3,0,0"
4303,and why do you have that,1,do,"0,0,1,0,3,0"
4304,careful,0,None,0
4305,that was in the trash,2,was,"0,2,0,0,0"
4306,and you took it out didn't you,2,took,"0,0,2,0,0,2,0"
4307,didn't you,2,didn't,"2,0"
4308,what,0,None,0
4309,bite your pants,1,bite,"1,0,0"
4310,who bit your pants,2,bit,"0,2,0,0"
4311,doggie did,2,did,"0,2"
4312,which doggie,0,None,"0,0"
4313,oh tomorrow you'll go fishing,3,ll,"0,0,6,0,5"
4314,the fish bit you and the cowboy bit you and a big doggie bit you,2,bit,"0,0,2,0,0,0,0,2,0,0,0,0,0,2,0"
4315,and the cowboy bit you and a big doggie bit you,2,bit,"0,0,0,2,0,0,0,0,0,2,0"
4316,and a big doggie bit you,2,bit,"0,0,0,0,2,0"
4317,you got lots of bites didn't you,2,got,"0,2,0,0,0,2,0"
4318,didn't you,2,didn't,"2,0"
4319,why do you hafta put the hat on when you're out there,1,do,"0,1,0,3,3,0,0,0,0,4,0,0"
4320,when you're out there,1,re,"0,4,0,0"
4321,why do you hafta wear a hat,1,do,"0,1,0,3,3,0,0"
4322,oh big doggie bite Ursla and Cromer,0,None,"0,0,0,0,0,0,0"
4323,what are you doing,1,are,"0,1,0,5"
4324,cowboy lost the hat,2,lost,"0,2,0,0"
4325,bandana,0,None,0
4326,you don't wear a bandana,1,don't,"0,1,3,0,0"
4327,cowboy likes a boot,1,likes,"0,1,0,0"
4328,why does the cowboy like boots,1,does,"0,1,0,0,3,0"
4329,you don't have any boots on,1,don't,"0,1,3,0,0,0"
4330,you have a hat on,1,have,"0,1,0,0,0"
4331,what else,0,None,"0,0"
4332,what else do you have on Adam,1,do,"0,0,1,0,3,0,0"
4333,what else,0,None,"0,0"
4334,bandana,0,None,0
4335,you don't have any bandana,1,don't,"0,1,3,0,0"
4336,what else,0,None,"0,0"
4337,hat,0,None,0
4338,what else,0,None,"0,0"
4339,what else,0,None,"0,0"
4340,who took them,2,took,"0,2,0"
4341,Santa did,2,did,"0,2"
4342,oh he can't write with a spoon,1,can't,"0,0,7,3,0,0,0"
4343,you write with a pencil,1,write,"0,1,0,0,0"
4344,tomato,0,None,0
4345,put it in your hat,1,put,"1,0,0,0,0"
4346,what are you doing,1,are,"0,1,0,5"
4347,you're going to fall,3,re going to,"4,5,0,3"
4348,what,0,None,0
4349,a what,0,None,"0,0"
4350,you will,3,will,"0,9"
4351,just a minute Santa Claus,0,None,"0,0,0,0,0"
4352,oh Santa Claus has boots on just like you,1,has,"0,0,0,1,0,0,0,0,0"
4353,let you need them on,1,let,"1,0,3,0,0"
4354,oh you're going to get the saddle and bridle,3,re going to,"0,4,5,0,3,0,0,0,0"
4355,oh the saddle and bridle are all gone,1,are,"0,0,0,0,0,1,0,8"
4356,what happened to them,2,happened,"0,2,0,0"
4357,Mommy's pointing,1,s,"4,5"
4358,oh,0,None,0
4359,your saddle and bridle,0,None,"0,0,0,0"
4360,oh that's what cowboy's horses wear,1,s,"0,4,0,0,0,1"
4361,what cowboy's horses wear,1,wear,"0,0,0,1"
4362,who get out,1,get,"0,1,0"
4363,cowboys did,2,did,"0,2"
4364,watch your head,1,watch,"1,0,0"
4365,oh you'll be back,3,ll,"0,6,3,0"
4366,where are you,1,are,"0,1,0"
4367,you're where,1,re,"4,0"
4368,a little while,0,None,"0,0,0"
4369,oh you're okay,1,re,"0,4,0"
4370,you wanna play in the bunkhouse,1,wanna,"0,1,3,0,0,0"
4371,other bunkhouse,0,None,"0,0"
4372,somebody went away,2,went,"0,2,0"
4373,you're going to dance with Cromer,3,re going to,"4,5,0,3,0,0"
4374,no Adam don't put that in the microphone,1,don't,"0,0,1,3,0,0,0,0"
4375,that can't go in there,1,can't,"0,7,3,0,0"
4376,no don't put it in the microphone,1,don't,"0,1,3,0,0,0,0"
4377,what is it anyway,1,is,"0,1,0,0"
4378,that's not a screw,1,s,"4,0,0,0"
4379,no that isn't a screw,1,isn't,"0,0,1,0,0"
4380,is that part of the broom,1,is,"1,0,0,0,0,0"
4381,Adam no,0,None,"0,0"
4382,she needs to write with the pencil,1,needs,"0,1,0,3,0,0,0"
4383,Adam,0,None,0
4384,that wasn't nice was it,2,wasn't,"0,2,0,2,0"
4385,was it,2,was,"2,0"
4386,what are those,1,are,"0,1,0"
4387,Jesus,0,None,0
4388,Jesus stands up what,1,stands,"0,1,0,0"
4389,oh horsie,0,None,"0,0"
4390,another Jesus,0,None,"0,0"
4391,Jesus does what,1,does,"0,1,0"
4392,stirs,1,stirs,1
4393,Jesus walks,1,walks,"0,1"
4394,walk,0,None,0
4395,did what,2,did,"2,0"
4396,no Adam that's not nice,1,s,"0,0,4,0,0"
4397,write on your paper,1,write,"1,0,0,0"
4398,no don't get on the table,1,don't,"0,1,3,0,0,0"
4399,where's the hook an ladder,1,s,"4,0,0,0,0"
4400,get off the table honey,1,get,"1,0,0,0,0"
4401,the table may fall,1,may,"0,0,7,3"
4402,you knocked it off,2,knocked,"0,2,0,0"
4403,why is that a Jesus,1,is,"0,1,0,0,0"
4404,careful with the pencil honey,0,None,"0,0,0,0,0"
4405,we're Jesus,1,re,"4,0"
4406,no don't you hit anybody with the pencil,1,don't,"0,1,0,3,0,0,0,0"
4407,stop crying,1,stop,"0,5"
4408,Adam be careful with the pencil,1,be,"0,3,0,0,0,0"
4409,well you bring it and put it on the table,1,bring,"0,0,1,0,0,1,0,0,0,0"
4410,and put it on the table,1,put,"0,1,0,0,0,0"
4411,Adam pick the pencil up and put it on the table,1,pick,"0,1,0,0,0,0,1,0,0,0,0"
4412,and put it on the table,1,put,"0,1,0,0,0,0"
4413,you're rolling the tape,1,re,"4,5,0,0"
4414,careful with your pencil honey,0,None,"0,0,0,0,0"
4415,Adam no don't do that to the rug,1,don't,"0,0,1,3,0,0,0,0"
4416,okay,0,None,0
4417,Adam,0,None,0
4418,don't put the screwdriver on the rug like that,1,don't,"1,3,0,0,0,0,0,0,0"
4419,what do you use your screwdriver for,1,don't,"0,1,0,3,0,0,0"
4420,not for digging,0,None,"0,0,5"
4421,you use a shovel for digging,1,use,"0,1,0,0,0,5"
4422,yes you need a shovel but you don't have a shovel so you can't dig,1,need,"0,0,1,0,0,0,0,1,3,0,0,0,0,7,3"
4423,but you don't have a shovel so you can't dig,1,don't,"0,0,1,3,0,0,0,0,7,3"
4424,so you can't dig,1,can't,"0,0,7,3"
4425,yes but you don't have a shovel do you,1,don't,"0,0,0,1,3,0,0,1,0"
4426,when spring comes and we go outside you may have a shovel to dig in the sand outside,1,comes,"0,0,1,0,0,1,0,0,7,3,0,0,0,3,0,0,0,0"
4427,and we go outside you may have a shovel to dig in the sand outside,1,go,"0,0,1,0,0,7,3,0,0,0,3,0,0,0,0"
4428,you may have a shovel to dig in the sand outside,1,may,"0,7,3,0,0,0,3,0,0,0,0"
4429,why don't you go work on your firetruck with the screwdriver,1,don't,"0,1,0,3,3,0,0,0,0,0,0"
4430,what about the screws on your firetruck,0,None,"0,0,0,0,0,0,0"
4431,are they all there,1,are,"1,0,0,0"
4432,mhm,0,None,0
4433,she doesn't have anything to show you in that bag,1,doesn't,"0,1,3,0,0,3,0,0,0,0"
4434,where's Robin on there,1,s,"4,0,0,0"
4435,no that's not David,1,s,"0,4,0,0"
4436,Robin Adam,0,None,"0,0"
4437,they are working,1,are,"0,1,5"
4438,oh Robin is a little boy,1,is,"0,0,1,0,0,0"
4439,you don't like it,1,don't,"0,1,3,0"
4440,why,0,None,0
4441,no there's nothing in there,1,s,"0,4,0,0,0"
4442,oh no,0,None,"0,0"
4443,no that's Urs bag,1,s,"0,4,0,0"
4444,what's in there,1,s,"4,0,0"
4445,no don't take it out,1,don't,"0,1,3,0,0"
4446,I don't know,1,don't,"0,1,3"
4447,you ask Urs,1,ask,"0,1,0"
4448,that's her bag,1,s,"4,0,0"
4449,what are they,1,are,"0,1,0"
4450,gloves,0,None,0
4451,you keep that,1,keep,"0,1,0"
4452,you put them on your hand,1,put,"0,1,0,0,0,0"
4453,is that the right one,1,is,"1,0,0,0,0"
4454,you put it on,1,put,"0,1,0,0"
4455,that's a fastener,1,s,"4,0,0"
4456,is that right,1,is,"1,0,0"
4457,no the doggie can't wear gloves,1,can't,"0,0,7,3,0"
4458,he doesn't have fingers,1,doesn't,"0,1,3,0"
4459,no doggie doesn't have fingers,1,doesn't,"0,0,1,3,0"
4460,small doggie,0,None,"0,0"
