,Sentence,Tense,Verb,NER Tag,encode_sent,POS,TAG
4866,he dropped his pencil,2,dropped,"1,2,0,0","0, 262, 2319, 505, 2746, 2","['PRON', 'VERB', 'DET', 'NOUN']","['PRP', 'VBD', 'PRP$', 'NN']"
4867,yes now you pick it up,1,pick,"0,0,0,1,0,0","0, 506, 508, 273, 895, 290, 403, 2","['INTJ', 'ADV', 'PRON', 'VERB', 'PRON', 'ADP']","['UH', 'RB', 'PRP', 'VBP', 'PRP', 'RP']"
4868,where did it go,2,did,"0,2,0,3","0, 442, 407, 290, 316, 2","['ADV', 'AUX', 'PRON', 'VERB']","['WRB', 'VBD', 'PRP', 'VB']"
4869,how many pencils are there,1,are,"0,0,0,1,0","0, 467, 907, 7237, 385, 386, 2","['ADV', 'ADJ', 'NOUN', 'AUX', 'ADV']","['WRB', 'JJ', 'NNS', 'VBP', 'RB']"
4870,watch,1,watch,1,"0, 1222, 2",['VERB'],['VB']
4871,who turned around,2,turned,"0,2,0","0, 478, 2368, 740, 2","['PRON', 'VERB', 'ADP']","['WP', 'VBD', 'RP']"
4872,you've got a tunnel,1,ve,"0,4,8,0,0","0, 266, 749, 449, 265, 3838, 2","['PRON', 'AUX', 'VERB', 'DET', 'NOUN']","['PRP', 'VB', 'VBN', 'DT', 'NN']"
4873,sounded like radiator,2,sounded,"2,0,0","0, 13448, 349, 11594, 2","['VERB', 'SCONJ', 'NOUN']","['VBD', 'IN', 'NN']"
4874,but maybe he means elevator,1,means,"0,0,0,1,0","0, 545, 896, 301, 1730, 6003, 2","['CCONJ', 'ADV', 'PRON', 'VERB', 'NOUN']","['CC', 'RB', 'PRP', 'VBZ', 'NN']"
4875,where are they,1,are,"0,1,0","0, 442, 385, 412, 2","['ADV', 'AUX', 'PRON']","['WRB', 'VBP', 'PRP']"
4876,don't go down,1,don't,"1,0,3,0","0, 629, 309, 316, 483, 2","['AUX', 'PART', 'VERB', 'ADP']","['VB', 'RB', 'VB', 'RP']"
4877,where do you wanna go,1,don't,"0,1,0,3,3","0, 442, 299, 273, 423, 316, 2","['ADV', 'AUX', 'PRON', 'PROPN', 'VERB']","['WRB', 'VBP', 'PRP', 'NNP', 'VB']"
4878,Daddy went down,2,went,"0,2,0","0, 1494, 775, 483, 2","['NOUN', 'VERB', 'ADV']","['NN', 'VBD', 'RB']"
4879,in what,0,None,"0,0","0, 268, 339, 2","['ADP', 'PRON']","['IN', 'WP']"
4880,how many pencils,0,None,"0,0,0","0, 467, 907, 7237, 2","['ADV', 'ADJ', 'NOUN']","['WRB', 'JJ', 'NNS']"
4881,three,0,None,0,"0, 1740, 2",['NUM'],['CD']
4882,what is that,1,is,"0,1,0","0, 312, 328, 296, 2","['PRON', 'AUX', 'DET']","['WP', 'VBZ', 'DT']"
4883,elevator,0,None,0,"0, 13956, 2",['NOUN'],['NN']
4884,elevator,0,None,0,"0, 13956, 2",['NOUN'],['NN']
4885,this is a radiator,1,is,"0,1,0,0","0, 562, 328, 265, 11594, 2","['DET', 'AUX', 'DET', 'NOUN']","['DT', 'VBZ', 'DT', 'NN']"
4886,this is a radiator,1,is,"0,1,0,0","0, 562, 328, 265, 11594, 2","['DET', 'AUX', 'DET', 'NOUN']","['DT', 'VBZ', 'DT', 'NN']"
4887,so you mean elevator,1,mean,"0,0,1,0","0, 513, 273, 687, 6003, 2","['ADV', 'PRON', 'VERB', 'NOUN']","['RB', 'PRP', 'VBP', 'NN']"
4888,radiator,0,None,0,"0, 34715, 2",['NOUN'],['NN']
4889,this is a radiator,1,is,"0,1,0,0","0, 562, 328, 265, 11594, 2","['DET', 'AUX', 'DET', 'NOUN']","['DT', 'VBZ', 'DT', 'NN']"
4890,what,0,None,0,"0, 312, 2",['PRON'],['WP']
4891,oh peek you,1,peek,"0,1,0","0, 332, 2789, 273, 2","['INTJ', 'VERB', 'PRON']","['UH', 'VB', 'PRP']"
4892,put it on the wall,1,put,"1,0,0,0,0","0, 676, 290, 307, 272, 1917, 2","['VERB', 'PRON', 'ADP', 'DET', 'NOUN']","['VB', 'PRP', 'IN', 'DT', 'NN']"
4893,that's where Adam put his paintings,1,s,"0,4,0,0,1,0,0","0, 363, 279, 605, 1834, 416, 505, 12957, 2","['DET', 'AUX', 'ADV', 'PROPN', 'VERB', 'DET', 'NOUN']","['DT', 'VBZ', 'WRB', 'NNP', 'VBD', 'PRP$', 'NNS']"
4894,where Adam put his paintings,2,put,"0,0,2,0,0","0, 442, 1834, 416, 505, 12957, 2","['ADV', 'PROPN', 'VERB', 'DET', 'NOUN']","['WRB', 'NNP', 'VBD', 'PRP$', 'NNS']"
4895,so his Daddy will see them when he comes home,3,will,"0,0,0,9,3,0,0,0,1,0","0, 513, 505, 825, 733, 384, 495, 536, 301, 1117, 738, 2","['ADV', 'DET', 'NOUN', 'VERB', 'VERB', 'PRON', 'ADV', 'PRON', 'VERB', 'ADV']","['RB', 'PRP$', 'NN', 'MD', 'VB', 'PRP', 'WRB', 'PRP', 'VBZ', 'RB']"
4896,when he comes home,1,comes,"0,0,1,0","0, 952, 301, 1117, 738, 2","['ADV', 'PRON', 'VERB', 'ADV']","['WRB', 'PRP', 'VBZ', 'RB']"
4897,what do you call that,1,do,"0,1,0,3,0","0, 312, 299, 273, 661, 296, 2","['PRON', 'AUX', 'PRON', 'VERB', 'DET']","['WP', 'VBP', 'PRP', 'VB', 'DT']"
4898,you dropped a g,2,dropped,"0,2,0,0","0, 266, 2319, 265, 280, 2","['PRON', 'VERB', 'DET', 'NOUN']","['PRP', 'VBD', 'DT', 'NN']"
4899,no go get your rubber band,1,go,"0,1,3,0,0,0","0, 286, 316, 394, 345, 3645, 2566, 2","['INTJ', 'VERB', 'AUX', 'DET', 'NOUN', 'NOUN']","['UH', 'VB', 'VB', 'PRP$', 'NN', 'NN']"
4900,up on your shelf,0,None,"0,0,0,0","0, 607, 307, 345, 3906, 2","['ADP', 'ADP', 'DET', 'NOUN']","['RP', 'IN', 'PRP$', 'NN']"
4901,yes,0,None,0,"0, 506, 2",['INTJ'],['UH']
4902,up there,0,None,"0,0","0, 607, 386, 2","['ADV', 'ADV']","['RB', 'RB']"
4903,what's that,1,s,"0,4,0","0, 312, 279, 296, 2","['PRON', 'AUX', 'DET']","['WP', 'VBZ', 'DT']"
4904,light,0,None,0,"0, 3326, 2",['NOUN'],['NN']
4905,your what,0,None,"0,0","0, 1009, 339, 2","['DET', 'PRON']","['PRP$', 'WP']"
4906,did you have any more,2,did,"2,0,3,0,0","0, 546, 273, 381, 520, 525, 2","['AUX', 'PRON', 'AUX', 'DET', 'ADJ']","['VBD', 'PRP', 'VB', 'DT', 'JJR']"
4907,oh outside,0,None,"0,0","0, 332, 1213, 2","['INTJ', 'ADV']","['UH', 'RB']"
4908,yes you sit outside,1,sit,"0,0,1,0","0, 506, 273, 726, 1213, 2","['INTJ', 'PRON', 'VERB', 'ADV']","['UH', 'PRP', 'VBP', 'RB']"
4909,whose blanket,0,None,"0,0","0, 2301, 2134, 2","['DET', 'NOUN']","['WP$', 'NN']"
4910,oh does Adam have a blanket,1,does,"0,1,0,3,0,0","0, 332, 462, 1834, 381, 265, 2134, 2","['INTJ', 'AUX', 'PROPN', 'AUX', 'DET', 'NOUN']","['UH', 'VBZ', 'NNP', 'VB', 'DT', 'NN']"
4911,why do you need your blanket,1,does,"0,1,0,3,0,0","0, 601, 299, 273, 664, 345, 2134, 2","['ADV', 'AUX', 'PRON', 'VERB', 'DET', 'NOUN']","['WRB', 'VBP', 'PRP', 'VB', 'PRP$', 'NN']"
4912,I think it's out in the kitchen,1,s,"0,1,0,4,0,0,0,0","0, 45, 399, 290, 279, 428, 318, 272, 1567, 2","['PRON', 'VERB', 'PRON', 'AUX', 'ADV', 'ADP', 'DET', 'NOUN']","['PRP', 'VBP', 'PRP', 'VBZ', 'RB', 'IN', 'DT', 'NN']"
4913,a what,0,None,"0,0","0, 69, 339, 2","['X', 'PRON']","['LS', 'WP']"
4914,oh is that a small one,1,is,"0,1,0,0,0,0","0, 332, 328, 296, 265, 1340, 383, 2","['INTJ', 'AUX', 'SCONJ', 'DET', 'ADJ', 'NOUN']","['UH', 'VBZ', 'IN', 'DT', 'JJ', 'NN']"
4915,well you give him the pen,1,give,"0,0,1,0,0,0","0, 492, 273, 683, 502, 272, 1258, 2","['INTJ', 'PRON', 'VERB', 'PRON', 'DET', 'NOUN']","['UH', 'PRP', 'VBP', 'PRP', 'DT', 'NN']"
4916,Adam dropped the pencil,2,dropped,"0,2,0,0","0, 2637, 2319, 272, 2746, 2","['PROPN', 'VERB', 'DET', 'NOUN']","['NNP', 'VBD', 'DT', 'NN']"
4917,careful Adam,0,None,"0,0","0, 2041, 1834, 2","['ADJ', 'PROPN']","['JJ', 'NNP']"
4918,a fish,0,None,"0,0","0, 69, 1225, 2","['DET', 'NOUN']","['DT', 'NN']"
4919,what kind of fish,0,None,"0,0,0,0","0, 312, 549, 340, 1225, 2","['DET', 'NOUN', 'ADP', 'NOUN']","['WDT', 'NN', 'IN', 'NN']"
4920,swim with you,0,None,"0,0,0","0, 5519, 392, 273, 2","['VERB', 'ADP', 'PRON']","['VB', 'IN', 'PRP']"
4921,that's a circle,1,s,"0,4,0,0","0, 363, 279, 265, 2303, 2","['DET', 'AUX', 'DET', 'NOUN']","['DT', 'VBZ', 'DT', 'NN']"
4922,what's that,1,s,"0,4,0","0, 312, 279, 296, 2","['PRON', 'AUX', 'DET']","['WP', 'VBZ', 'DT']"
4923,oh his spurs,1,spurs,"0,0,1","0, 332, 505, 29900, 2","['INTJ', 'DET', 'NOUN']","['UH', 'PRP$', 'NNS']"
4924,what is it,1,is,"0,1,0","0, 312, 328, 290, 2","['PRON', 'AUX', 'PRON']","['WP', 'VBZ', 'PRP']"
4925,what,0,None,0,"0, 312, 2",['PRON'],['WP']
4926,it's a clown he said,1,s,"0,4,0,0,0,2","0, 274, 279, 265, 2115, 301, 600, 2","['PRON', 'AUX', 'DET', 'NOUN', 'PRON', 'VERB']","['PRP', 'VBZ', 'DT', 'NN', 'PRP', 'VBD']"
4927,he said,2,said,"0,2","0, 262, 600, 2","['PRON', 'VERB']","['PRP', 'VBD']"
4928,Adam's busy,1,s,"0,4,0","0, 2637, 279, 2555, 2","['PROPN', 'PART', 'ADJ']","['NNP', 'POS', 'JJ']"
4929,what is Adam busy doing,1,is,"0,1,0,0,5","0, 312, 328, 1834, 2555, 593, 2","['PRON', 'AUX', 'PROPN', 'ADJ', 'VERB']","['WP', 'VBZ', 'NNP', 'JJ', 'VBG']"
4930,you're busy at home,1,s,"0,4,0,0,0","0, 266, 375, 2555, 396, 738, 2","['PRON', 'AUX', 'ADJ', 'ADP', 'NOUN']","['PRP', 'VBP', 'JJ', 'IN', 'NN']"
4931,rope for tricks,0,None,"0,0,0","0, 14263, 397, 5918, 2","['NOUN', 'ADP', 'NOUN']","['NN', 'IN', 'NNS']"
4932,a what,0,None,"0,0","0, 69, 339, 2","['X', 'PRON']","['LS', 'WP']"
4933,did you reach the towel,2,did,"2,0,3,0,0","0, 546, 273, 2376, 272, 2377, 2","['AUX', 'PRON', 'VERB', 'DET', 'NOUN']","['VBD', 'PRP', 'VB', 'DT', 'NN']"
4934,what is this,1,is,"0,1,0","0, 312, 328, 346, 2","['PRON', 'AUX', 'DET']","['WP', 'VBZ', 'DT']"
4935,yes what is it,1,is,"0,0,1,0","0, 506, 339, 328, 290, 2","['INTJ', 'PRON', 'AUX', 'PRON']","['UH', 'WP', 'VBZ', 'PRP']"
4936,rope,0,None,0,"0, 14263, 2",['NOUN'],['NN']
4937,coat hanger,0,None,"0,0","0, 6555, 8949, 2","['PROPN', 'PROPN']","['NNP', 'NNP']"
4938,I can't see,1,can't,"0,7,0,3","0, 45, 377, 309, 384, 2","['PRON', 'VERB', 'PART', 'VERB']","['PRP', 'MD', 'RB', 'VB']"
4939,I don't know,1,don't,"0,1,0,3","0, 45, 358, 309, 378, 2","['PRON', 'AUX', 'PART', 'VERB']","['PRP', 'VBP', 'RB', 'VB']"
4940,looks like an a what is it,1,looks,"1,0,0,0,0,1,0","0, 1362, 349, 413, 265, 339, 328, 290, 2","['VERB', 'SCONJ', 'DET', 'NOUN', 'PRON', 'AUX', 'PRON']","['VBZ', 'IN', 'DT', 'NN', 'WP', 'VBZ', 'PRP']"
4941,what is it,1,is,"0,1,0","0, 312, 328, 290, 2","['PRON', 'AUX', 'PRON']","['WP', 'VBZ', 'PRP']"
4942,like penguins,0,None,"0,0","0, 929, 3814, 2","['SCONJ', 'NOUN']","['IN', 'NNS']"
4943,penguins don't fly do they,1,don't,"0,1,0,3,1,0","0, 9484, 358, 309, 1484, 299, 412, 2","['NOUN', 'AUX', 'PART', 'VERB', 'AUX', 'PRON']","['NNS', 'VBP', 'RB', 'VB', 'VB', 'PRP']"
4944,do they,1,do,"1,0","0, 410, 412, 2","['AUX', 'PRON']","['VBP', 'PRP']"
4945,they do fly,1,do,"0,1,3","0, 544, 299, 1484, 2","['PRON', 'AUX', 'VERB']","['PRP', 'VBP', 'VB']"
4946,no they don't fly I don't think,1,don't,"0,0,1,0,3,0,1,0,3","0, 286, 412, 358, 309, 1484, 322, 358, 309, 399, 2","['INTJ', 'PRON', 'AUX', 'PART', 'VERB', 'PRON', 'AUX', 'PART', 'VERB']","['UH', 'PRP', 'VBP', 'RB', 'VB', 'PRP', 'VBP', 'RB', 'VB']"
4947,I don't think,1,don't,"0,1,0,3","0, 45, 358, 309, 399, 2","['PRON', 'AUX', 'PART', 'VERB']","['PRP', 'VBP', 'RB', 'VB']"
4948,no they don't,1,don't,"0,0,1,0","0, 286, 412, 358, 309, 2","['INTJ', 'PRON', 'AUX', 'PART']","['UH', 'PRP', 'VBP', 'RB']"
4949,hm,0,None,0,"0, 429, 2",['INTJ'],['UH']
4950,no a tiger doesn't fly does he,1,doesn't,"0,0,0,1,0,3,1,0","0, 286, 265, 2618, 644, 309, 1484, 462, 301, 2","['DET', 'DET', 'NOUN', 'AUX', 'PART', 'VERB', 'AUX', 'PRON']","['DT', 'DT', 'NN', 'VBZ', 'RB', 'VB', 'VBZ', 'PRP']"
4951,does he,1,does,"1,0","0, 791, 301, 2","['AUX', 'PRON']","['VBZ', 'PRP']"
4952,no he can't fly like a kite,1,can't,"0,0,7,0,3,0,0,0","0, 286, 301, 377, 309, 1484, 349, 265, 5445, 2","['INTJ', 'PRON', 'VERB', 'PART', 'VERB', 'SCONJ', 'DET', 'NOUN']","['UH', 'PRP', 'MD', 'RB', 'VB', 'IN', 'DT', 'NN']"
4953,what did the book say that penguins can't fly,2,did,"0,2,0,0,3,0,0,7,0,3","0, 312, 407, 272, 523, 460, 296, 3814, 377, 309, 1484, 2","['PRON', 'AUX', 'DET', 'NOUN', 'VERB', 'SCONJ', 'NOUN', 'VERB', 'PART', 'VERB']","['WP', 'VBD', 'DT', 'NN', 'VB', 'IN', 'NNS', 'MD', 'RB', 'VB']"
4954,that penguins can't fly,1,can't,"0,0,7,0,3","0, 363, 3814, 377, 309, 1484, 2","['SCONJ', 'NOUN', 'VERB', 'PART', 'VERB']","['IN', 'NNS', 'MD', 'RB', 'VB']"
4955,penguins can't fly,1,can't,"0,7,0,3","0, 9484, 377, 309, 1484, 2","['NOUN', 'VERB', 'PART', 'VERB']","['NNS', 'MD', 'RB', 'VB']"
4956,you're going in the water,1,re,"0,4,5,0,0,0","0, 266, 375, 497, 318, 272, 746, 2","['PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN']","['PRP', 'VBP', 'VBG', 'IN', 'DT', 'NN']"
4957,in the water,0,None,"0,0,0","0, 268, 272, 746, 2","['ADP', 'DET', 'NOUN']","['IN', 'DT', 'NN']"
4958,careful too cold to go in the water now,0,None,"0,0,0,0,3,0,0,0,0","0, 2041, 498, 1283, 302, 316, 318, 272, 746, 508, 2","['ADJ', 'ADV', 'ADJ', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'ADV']","['JJ', 'RB', 'JJ', 'TO', 'VB', 'IN', 'DT', 'NN', 'RB']"
4959,cold outside yes,0,None,"0,0,0","0, 5615, 1213, 860, 2","['ADJ', 'ADV', 'INTJ']","['JJ', 'RB', 'UH']"
4960,yes the wind's blowing,1,s,"0,0,0,4,5","0, 506, 272, 1367, 279, 4322, 2","['INTJ', 'DET', 'NOUN', 'PART', 'VERB']","['UH', 'DT', 'NN', 'POS', 'VBG']"
4961,did you see all the snow,2,did,"2,0,3,0,0,0","0, 546, 273, 384, 432, 272, 1825, 2","['AUX', 'PRON', 'VERB', 'DET', 'DET', 'NOUN']","['VBD', 'PRP', 'VB', 'PDT', 'DT', 'NN']"
4962,drummer show,0,None,"0,0,0","0, 2279, 2078, 873, 2","['PROPN', 'PROPN']","['NNP', 'NNP']"
4963,oh look up the cowboy's hat,1,look,"0,1,0,0,0,0,0","0, 332, 415, 403, 272, 3640, 279, 978, 2","['INTJ', 'VERB', 'ADP', 'DET', 'NOUN', 'PART', 'NOUN']","['UH', 'VB', 'RP', 'DT', 'NN', 'POS', 'NN']"
4964,didn't you go out in the snow,2,didn't,"2,0,0,3,0,0,0,0","0, 2294, 309, 273, 316, 428, 318, 272, 1825, 2","['AUX', 'PART', 'PRON', 'VERB', 'ADP', 'ADP', 'DET', 'NOUN']","['VBD', 'RB', 'PRP', 'VB', 'RP', 'IN', 'DT', 'NN']"
4965,you didn't go for a walk in the snow,2,didn't,"0,2,0,3,0,0,0,0,0,0","0, 266, 611, 309, 316, 397, 265, 958, 318, 272, 1825, 2","['PRON', 'AUX', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN']","['PRP', 'VBD', 'RB', 'VB', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN']"
4966,did you go over to the library in the snow,2,did,"2,0,3,0,0,0,0,0,0,0","0, 546, 273, 316, 521, 302, 272, 3705, 318, 272, 1825, 2","['AUX', 'PRON', 'VERB', 'ADP', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN']","['VBD', 'PRP', 'VB', 'RP', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN']"
4967,and ride the elevator,1,ride,"0,1,0,0","0, 347, 1446, 272, 6003, 2","['CCONJ', 'VERB', 'DET', 'NOUN']","['CC', 'VB', 'DT', 'NN']"
4968,oh like Joshua,0,None,"0,0,0","0, 332, 349, 14656, 2","['INTJ', 'SCONJ', 'PROPN']","['UH', 'IN', 'NNP']"
4969,you threw some snow like Joshua,2,threw,"0,2,0,0,0,0","0, 266, 2732, 430, 1825, 349, 14656, 2","['PRON', 'VERB', 'DET', 'NOUN', 'SCONJ', 'PROPN']","['PRP', 'VBD', 'DT', 'NN', 'IN', 'NNP']"
4970,Joshua throws like a penguin,1,throws,"0,1,0,0,0","0, 14070, 6850, 349, 265, 3350, 2","['PROPN', 'VERB', 'SCONJ', 'DET', 'NOUN']","['NNP', 'VBZ', 'IN', 'DT', 'NN']"
4971,penguins can't throw can they,1,can't,"0,7,0,3,7,0","0, 9484, 377, 309, 1037, 377, 412, 2","['NOUN', 'VERB', 'PART', 'VERB', 'VERB', 'PRON']","['NNS', 'MD', 'RB', 'VB', 'MD', 'PRP']"
4972,can they,1,can,"7,0","0, 473, 412, 2","['VERB', 'PRON']","['MD', 'PRP']"
4973,yes they are big and heavy,1,are,"0,0,1,0,0,0","0, 506, 412, 385, 535, 329, 2079, 2","['INTJ', 'PRON', 'AUX', 'ADJ', 'CCONJ', 'ADJ']","['UH', 'PRP', 'VBP', 'JJ', 'CC', 'JJ']"
4974,listen to you,1,listen,"1,0,0","0, 2262, 302, 273, 2","['VERB', 'ADP', 'PRON']","['VB', 'IN', 'PRP']"
4975,what are you saying,1,are,"0,1,0,5","0, 312, 385, 273, 1498, 2","['PRON', 'AUX', 'PRON', 'VERB']","['WP', 'VBP', 'PRP', 'VBG']"
4976,yes I see you,1,see,"0,0,1,0","0, 506, 322, 384, 273, 2","['INTJ', 'PRON', 'VERB', 'PRON']","['UH', 'PRP', 'VBP', 'PRP']"
4977,do you see me,1,do,"1,0,3,0","0, 410, 273, 384, 376, 2","['AUX', 'PRON', 'VERB', 'PRON']","['VBP', 'PRP', 'VB', 'PRP']"
4978,it's how I wonder what you are,1,s,"0,4,0,0,1,0,0,1","0, 274, 279, 561, 322, 1430, 339, 273, 385, 2","['PRON', 'AUX', 'ADV', 'PRON', 'VERB', 'PRON', 'PRON', 'AUX']","['PRP', 'VBZ', 'WRB', 'PRP', 'VBP', 'WP', 'PRP', 'VBP']"
4979,how I wonder what you are,1,wonder,"0,0,1,0,0,1","0, 467, 322, 1430, 339, 273, 385, 2","['ADV', 'PRON', 'VERB', 'PRON', 'PRON', 'AUX']","['WRB', 'PRP', 'VBP', 'WP', 'PRP', 'VBP']"
4980,what you are,1,are,"0,0,1","0, 312, 273, 385, 2","['PRON', 'PRON', 'AUX']","['WP', 'PRP', 'VBP']"
4981,what are you doing to the paper,1,are,"0,1,0,5,0,0,0","0, 312, 385, 273, 593, 302, 272, 1243, 2","['PRON', 'AUX', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN']","['WP', 'VBP', 'PRP', 'VBG', 'IN', 'DT', 'NN']"
4982,here we are,1,are,"0,0,1","0, 355, 331, 385, 2","['ADV', 'PRON', 'AUX']","['RB', 'PRP', 'VBP']"
4983,oh he gave you some candy,2,gave,"0,0,2,0,0,0","0, 332, 301, 1470, 273, 430, 2478, 2","['INTJ', 'PRON', 'VERB', 'PRON', 'DET', 'NOUN']","['UH', 'PRP', 'VBD', 'PRP', 'DT', 'NN']"
4984,what,0,None,0,"0, 312, 2",['PRON'],['WP']
4985,what am I doing,1,am,"0,1,0,5","0, 312, 1310, 322, 593, 2","['PRON', 'AUX', 'PRON', 'VERB']","['WP', 'VBP', 'PRP', 'VBG']"
4986,I'm not doing anything,1,m,"0,4,0,5,0","0, 45, 488, 419, 593, 941, 2","['PRON', 'AUX', 'PART', 'VERB', 'PRON']","['PRP', 'VBP', 'RB', 'VBG', 'NN']"
4987,what are you doing,1,are,"0,1,0,5","0, 312, 385, 273, 593, 2","['PRON', 'AUX', 'PRON', 'VERB']","['WP', 'VBP', 'PRP', 'VBG']"
4988,you're playing with Urs,1,re,"0,4,5,0,0","0, 266, 375, 1124, 392, 2937, 2","['PRON', 'AUX', 'VERB', 'ADP', 'PROPN']","['PRP', 'VBP', 'VBG', 'IN', 'NNP']"
4989,no Adam,0,None,"0,0","0, 286, 1834, 2","['DET', 'PROPN']","['DT', 'NNP']"
4990,what kind of pinwheel,0,None,"0,0,0,0","0, 312, 549, 340, 14449, 2","['DET', 'NOUN', 'ADP', 'NOUN']","['WDT', 'NN', 'IN', 'NN']"
4991,why do you have so many pinwheels,1,do,"0,1,0,3,0,0,0","0, 601, 299, 273, 381, 437, 907, 31657, 2","['ADV', 'AUX', 'PRON', 'AUX', 'ADV', 'ADJ', 'NOUN']","['WRB', 'VBP', 'PRP', 'VB', 'RB', 'JJ', 'NNS']"
4992,you have fourteen,1,have,"0,1,0","0, 266, 381, 5810, 2","['PRON', 'AUX', 'NUM']","['PRP', 'VBP', 'CD']"
4993,well careful,0,None,"0,0","0, 492, 1471, 2","['INTJ', 'ADJ']","['UH', 'JJ']"
4994,what is that,1,is,"0,1,0","0, 312, 328, 296, 2","['PRON', 'AUX', 'DET']","['WP', 'VBZ', 'DT']"
4995,pushing what,0,None,"5,0","0, 10797, 339, 2","['VERB', 'PRON']","['VBG', 'WP']"
4996,pushing the door,0,None,"5,0,0","0, 10797, 272, 993, 2","['VERB', 'DET', 'NOUN']","['VBG', 'DT', 'NN']"
4997,what before,0,None,"0,0","0, 312, 1000, 2","['PRON', 'ADP']","['WP', 'IN']"
4998,Jesus,0,None,0,"0, 6688, 2",['PROPN'],['NNP']
4999,what is that,1,is,"0,1,0","0, 312, 328, 296, 2","['PRON', 'AUX', 'DET']","['WP', 'VBZ', 'DT']"
5000,Butch,0,None,0,"0, 19643, 2",['PROPN'],['NNP']
5001,Butch,0,None,0,"0, 19643, 2",['PROPN'],['NNP']
5002,Butch who,0,None,"0,0","0, 19643, 592, 2","['PROPN', 'PRON']","['NNP', 'WP']"
5003,oh Bozo's Butch,0,None,"0,0,0,0","0, 332, 7385, 279, 22233, 2","['INTJ', 'PROPN', 'PART', 'PROPN']","['UH', 'NNP', 'POS', 'NNP']"
5004,Butch is a little boy who plays with Bozo the clown,1,is,"0,1,0,0,0,0,1,0,0,0,0","0, 19643, 328, 265, 439, 694, 592, 2308, 392, 7385, 272, 2115, 2","['PROPN', 'AUX', 'DET', 'ADJ', 'NOUN', 'PRON', 'VERB', 'ADP', 'PROPN', 'DET', 'NOUN']","['NNP', 'VBZ', 'DT', 'JJ', 'NN', 'WP', 'VBZ', 'IN', 'NNP', 'DT', 'NN']"
5005,who plays with Bozo the clown,1,plays,"0,1,0,0,0,0","0, 478, 2308, 392, 7385, 272, 2115, 2","['PRON', 'VERB', 'ADP', 'PROPN', 'DET', 'NOUN']","['WP', 'VBZ', 'IN', 'NNP', 'DT', 'NN']"
5006,that's Butch's bed,1,s,"0,4,0,0,0","0, 363, 279, 22233, 279, 865, 2","['DET', 'AUX', 'PROPN', 'PART', 'NOUN']","['DT', 'VBZ', 'NNP', 'POS', 'NN']"
5007,careful,0,None,0,"0, 2041, 2",['ADJ'],['JJ']
5008,that's what,1,s,"0,4,0","0, 363, 279, 339, 2","['DET', 'AUX', 'PRON']","['DT', 'VBZ', 'WP']"
5009,Butch's hat,0,None,"0,0,0","0, 19643, 279, 978, 2","['PROPN', 'PART', 'NOUN']","['NNP', 'POS', 'NN']"
5010,Rusty's hat,0,None,"0,0,0","0, 21624, 279, 978, 2","['PROPN', 'PART', 'NOUN']","['NNP', 'POS', 'NN']"
5011,what kind of hat does Rusty have,1,does,"0,0,0,0,1,0,3","0, 312, 549, 340, 978, 462, 15693, 381, 2","['DET', 'NOUN', 'ADP', 'NOUN', 'AUX', 'PROPN', 'AUX']","['WDT', 'NN', 'IN', 'NN', 'VBZ', 'NNP', 'VB']"
5012,a blue hat,0,None,"0,0,0","0, 69, 1077, 978, 2","['DET', 'ADJ', 'NOUN']","['DT', 'JJ', 'NN']"
5013,yes,0,None,0,"0, 506, 2",['INTJ'],['UH']
5014,is that true,1,is,"1,0,0","0, 281, 296, 2257, 2","['AUX', 'DET', 'ADJ']","['VBZ', 'DT', 'JJ']"
5015,what am I doing,1,am,"0,1,0,5","0, 312, 1310, 322, 593, 2","['PRON', 'AUX', 'PRON', 'VERB']","['WP', 'VBP', 'PRP', 'VBG']"
5016,go ask Cromer if he would like a cup of coffee,1,go,"1,3,0,0,0,7,3,0,0,0,0","0, 741, 1263, 4552, 518, 301, 559, 349, 265, 853, 340, 1411, 2","['VERB', 'VERB', 'PROPN', 'SCONJ', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN']","['VB', 'VB', 'NNP', 'IN', 'PRP', 'MD', 'VB', 'DT', 'NN', 'IN', 'NN']"
5017,if he would like a cup of coffee,1,would,"0,0,7,3,0,0,0,0","0, 426, 301, 559, 349, 265, 853, 340, 1411, 2","['SCONJ', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN']","['IN', 'PRP', 'MD', 'VB', 'DT', 'NN', 'IN', 'NN']"
5018,oh thank you,1,thank,"0,1,0","0, 332, 1157, 273, 2","['INTJ', 'VERB', 'PRON']","['UH', 'VBP', 'PRP']"
5019,that's Adam's,1,s,"0,4,0,0","0, 363, 279, 1834, 279, 2","['DET', 'AUX', 'PROPN', 'PART']","['DT', 'VBZ', 'NNP', 'POS']"
